Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,19,0,5,0,0
2,21,0,6,0,0
3,22,0,6,0,0
4,40,0,7,0,0
5,48,0,8,0,0
6,52,0,7,1,0
7,82,0,7,1,0
8,106,0,9,1,0
9,122,0,8,3,0
10,132,0,8,6,0
11,142,0,14,6,0
12,170,0,16,9,0
13,179,0,19,13,0
14,202,0,17,17,0
15,223,0,15,22,0
16,232,0,25,22,0
17,249,0,35,23,0
18,257,0,44,26,0
19,270,0,59,28,0
20,276,0,58,40,0
21,271,0,59,51,0
22,287,0,69,52,0
23,269,0,86,56,0
24,269,0,91,62,0
25,265,0,101,77,0
26,252,0,107,81,0
27,240,0,113,88,0
28,213,0,118,92,0
29,195,0,118,96,0
30,175,0,123,106,0
31,164,0,128,110,0
32,143,0,120,119,0
33,119,0,117,132,0
34,96,0,123,130,0
35,101,0,126,133,0
36,94,0,119,132,0
37,89,0,127,132,0
38,87,0,129,125,0
39,79,0,137,123,0
40,75,0,138,128,0
41,85,0,133,135,0
42,78,0,136,134,0
43,67,0,141,139,0
44,73,0,147,142,0
45,62,0,160,148,0
46,74,0,177,152,0
47,59,0,178,155,0
48,44,0,173,171,0
49,46,0,166,187,0
50,34,0,173,194,0
51,45,0,177,200,0
52,53,0,185,206,0
53,32,0,183,218,0
54,33,0,173,229,0
55,39,0,166,247,0
56,40,0,161,260,0
57,35,0,171,256,0
58,19,0,164,262,0
59,17,0,151,269,0
60,26,0,152,267,0
61,30,0,148,260,0
62,38,0,163,249,0
63,35,0,148,255,0
64,37,0,150,252,0
65,36,0,157,240,0
66,33,0,170,217,0
67,32,0,176,212,0
68,45,0,183,211,0
69,36,0,175,215,0
70,33,0,186,216,0
71,28,0,179,214,0
72,24,0,170,216,0
73,44,0,171,220,0
74,42,0,171,223,0
75,39,0,170,212,0
76,44,0,171,213,0
77,31,0,172,208,0
78,52,0,164,218,0
79,48,0,168,226,0
80,50,0,178,227,0
81,45,0,177,233,0
82,40,0,169,236,0
83,47,0,169,224,0
84,38,0,151,226,0
85,30,0,150,220,0
86,47,0,147,221,0
87,50,0,147,217,0
88,50,0,141,223,0
89,47,0,130,223,0
90,37,0,123,217,0
91,41,0,124,213,0
92,56,0,120,212,0
93,63,0,117,217,0
94,77,0,116,219,0
95,92,0,122,210,0
96,95,0,122,208,0
97,87,0,121,206,0
98,116,0,127,197,0
99,117,0,133,199,0
100,152,0,133,199,0
