Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,3,4,0,0
2,42,5,5,0,0
3,57,6,6,1,0
4,79,7,7,1,0
5,84,4,10,1,0
6,95,4,12,1,0
7,118,4,12,3,0
8,144,5,12,3,0
9,185,8,13,4,0
10,208,9,16,5,0
11,230,10,18,5,0
12,255,11,18,5,0
13,256,10,19,7,0
14,270,13,19,10,0
15,290,18,17,13,0
16,289,16,23,14,0
17,318,16,28,15,0
18,323,22,30,20,0
19,335,13,41,20,0
20,345,15,39,25,0
21,353,18,36,30,0
22,357,23,33,37,0
23,361,29,34,39,0
24,347,36,45,40,0
25,332,27,50,40,0
26,328,34,50,41,0
27,337,28,54,45,0
28,328,31,51,49,0
29,321,33,44,51,0
30,309,34,50,52,0
31,292,29,53,52,0
32,282,22,50,53,0
33,294,19,50,56,0
34,306,13,54,57,0
35,314,15,47,58,0
36,322,11,48,57,0
37,327,8,44,61,0
38,322,9,44,57,0
39,344,10,44,58,0
40,335,13,47,58,0
41,341,11,39,64,0
42,335,12,34,66,0
43,346,12,27,65,0
44,364,6,30,67,0
45,366,4,28,65,0
46,348,15,30,60,0
47,354,16,29,55,0
48,365,16,37,56,0
49,381,17,35,56,0
50,388,14,34,61,0
51,394,20,39,56,0
52,374,41,39,58,0
53,367,31,51,59,0
54,357,28,55,59,0
55,338,47,64,57,0
56,280,98,72,64,0
57,259,86,98,73,0
58,209,110,107,77,0
59,168,123,122,82,0
60,158,96,146,88,0
61,166,66,157,103,0
62,191,49,150,123,0
63,180,66,144,125,0
64,166,70,149,132,0
65,159,59,152,140,0
66,154,55,150,145,0
67,160,62,138,158,0
68,145,49,141,164,0
69,145,37,144,169,0
70,144,48,144,172,0
71,129,47,147,171,0
72,121,49,142,170,0
73,117,53,134,176,0
74,106,62,134,182,0
75,96,78,146,178,0
76,80,71,160,177,0
77,89,69,162,176,0
78,98,52,153,182,0
79,123,38,146,187,0
80,139,28,141,185,0
81,148,38,123,185,0
82,145,55,115,181,0
83,153,48,117,180,0
84,157,42,103,187,0
85,161,35,102,182,0
86,173,31,100,177,0
87,174,28,102,166,0
88,166,61,104,164,0
89,152,53,118,160,0
90,152,63,120,150,0
91,151,54,124,151,0
92,167,48,126,142,0
93,178,42,123,143,0
94,202,34,116,143,0
95,207,23,107,138,0
96,222,26,101,134,0
97,222,52,89,129,0
98,219,65,94,127,0
99,212,67,97,125,0
100,224,67,97,125,0
