Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,3,1,0
2,35,1,3,1,0
3,48,1,2,2,0
4,56,1,1,3,0
5,74,0,1,4,0
6,90,0,1,4,0
7,123,1,1,4,0
8,162,1,1,4,0
9,188,1,1,4,0
10,233,1,0,5,0
11,253,0,1,5,0
12,276,0,1,5,0
13,289,0,1,5,0
14,305,1,1,5,0
15,334,0,2,5,0
16,365,0,1,6,0
17,376,1,0,7,0
18,396,0,1,7,0
19,402,1,1,7,0
20,415,2,1,7,0
21,433,1,2,7,0
22,451,1,2,7,0
23,460,2,2,7,0
24,482,2,2,7,0
25,483,3,2,7,0
26,483,2,4,7,0
27,482,4,2,8,0
28,462,1,5,8,0
29,458,0,6,8,0
30,441,0,6,7,0
31,424,0,6,7,0
32,419,1,6,7,0
33,390,0,4,9,0
34,389,0,4,9,0
35,391,1,4,9,0
36,387,0,6,8,0
37,377,0,5,9,0
38,372,0,4,9,0
39,391,0,3,8,0
40,405,2,2,7,0
41,393,3,2,6,0
42,402,3,2,6,0
43,379,3,1,6,0
44,374,1,3,6,0
45,374,0,4,6,0
46,369,0,4,6,0
47,370,0,2,7,0
48,363,0,2,7,0
49,358,0,2,7,0
50,364,0,1,8,0
51,362,1,0,8,0
52,365,1,1,8,0
53,378,1,1,8,0
54,398,1,2,8,0
55,412,1,2,8,0
56,394,2,2,7,0
57,390,1,3,6,0
58,389,2,3,6,0
59,384,2,3,6,0
60,362,3,3,6,0
61,383,3,3,6,0
62,398,3,3,5,0
63,398,2,3,6,0
64,402,1,4,6,0
65,398,0,5,6,0
66,408,0,5,6,0
67,408,0,5,6,0
68,413,1,3,6,0
69,425,1,1,7,0
70,439,1,3,7,0
71,445,1,2,9,0
72,431,0,3,9,0
73,439,3,2,10,0
74,430,3,2,9,0
75,443,2,2,9,0
76,443,1,3,9,0
77,459,0,3,10,0
78,463,0,2,11,0
79,478,0,2,11,0
80,453,1,1,13,0
81,466,1,0,12,0
82,476,2,0,12,0
83,480,3,0,12,0
84,470,2,1,12,0
85,461,2,2,11,0
86,471,1,3,11,0
87,482,0,4,11,0
88,474,0,3,11,0
89,475,0,2,11,0
90,480,1,2,9,0
91,487,1,2,8,0
92,484,2,2,8,0
93,502,2,3,7,0
94,494,1,4,7,0
95,472,1,3,8,0
96,479,1,5,7,0
97,479,2,5,7,0
98,484,2,4,8,0
99,477,4,4,8,0
100,497,4,4,8,0
