Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,22,0,5,0,0
3,23,0,5,0,0
4,42,0,5,0,0
5,74,0,6,0,0
6,74,0,7,0,0
7,105,0,7,0,0
8,131,0,7,0,0
9,135,0,6,2,0
10,141,0,6,3,0
11,169,0,5,4,0
12,202,0,6,5,0
13,221,0,5,6,0
14,261,0,6,6,0
15,280,0,6,6,0
16,291,0,5,7,0
17,306,0,4,8,0
18,325,0,4,8,0
19,329,0,4,8,0
20,336,0,6,9,0
21,348,0,6,9,0
22,372,0,7,9,0
23,381,0,7,9,0
24,424,0,7,10,0
25,425,0,6,11,0
26,417,0,4,11,0
27,431,0,4,10,0
28,425,0,5,10,0
29,427,0,5,9,0
30,439,0,4,9,0
31,435,0,4,10,0
32,433,0,2,12,0
33,419,0,2,10,0
34,416,0,1,10,0
35,407,0,1,10,0
36,388,0,2,10,0
37,369,0,2,10,0
38,389,0,2,10,0
39,403,0,3,9,0
40,415,0,2,10,0
41,428,0,2,10,0
42,429,0,2,10,0
43,415,0,2,10,0
44,412,0,1,11,0
45,405,0,2,10,0
46,411,0,2,10,0
47,405,0,1,12,0
48,402,0,1,12,0
49,408,0,1,12,0
50,398,0,2,12,0
51,392,0,2,12,0
52,377,0,2,12,0
53,373,0,4,11,0
54,380,0,4,11,0
55,378,0,5,11,0
56,365,0,3,12,0
57,375,0,3,12,0
58,371,0,2,13,0
59,368,0,1,14,0
60,355,0,1,13,0
61,334,0,1,11,0
62,313,0,1,11,0
63,308,0,1,11,0
64,317,0,1,11,0
65,334,0,0,11,0
66,326,0,0,11,0
67,314,0,1,11,0
68,315,0,1,11,0
69,327,0,1,11,0
70,329,0,2,10,0
71,327,0,1,10,0
72,338,0,1,10,0
73,350,0,1,10,0
74,342,0,2,10,0
75,354,0,2,10,0
76,375,0,2,10,0
77,374,0,2,10,0
78,379,0,2,10,0
79,393,0,2,10,0
80,392,0,3,10,0
81,415,0,3,10,0
82,424,0,5,10,0
83,451,0,2,13,0
84,455,0,3,13,0
85,443,0,2,13,0
86,433,0,2,13,0
87,438,0,1,13,0
88,454,0,0,13,0
89,463,0,0,13,0
90,459,0,0,12,0
91,444,0,0,12,0
92,463,0,1,12,0
93,444,0,1,12,0
94,437,0,1,12,0
95,425,0,2,12,0
96,417,0,3,11,0
97,420,0,2,12,0
98,418,0,1,12,0
99,419,0,2,12,0
100,432,0,2,12,0
