Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,34,0,4,0,0
3,57,0,2,2,0
4,90,0,2,2,0
5,111,0,2,2,0
6,125,0,2,2,0
7,145,0,2,2,0
8,146,0,2,2,0
9,165,0,2,2,0
10,191,0,3,2,0
11,212,0,5,2,0
12,242,0,5,2,0
13,260,0,6,2,0
14,280,0,4,5,0
15,305,0,4,5,0
16,339,0,3,6,0
17,352,0,3,7,0
18,391,0,2,10,0
19,412,0,1,11,0
20,422,0,2,11,0
21,436,0,1,12,0
22,453,0,0,13,0
23,468,0,0,13,0
24,461,0,0,13,0
25,458,0,0,12,0
26,455,0,2,12,0
27,458,0,3,12,0
28,443,0,1,14,0
29,457,0,1,12,0
30,451,0,2,12,0
31,455,0,2,12,0
32,447,0,2,11,0
33,441,0,2,11,0
34,445,0,2,10,0
35,435,0,2,11,0
36,445,0,2,10,0
37,447,0,2,10,0
38,464,0,2,9,0
39,446,0,3,9,0
40,447,0,4,9,0
41,447,0,4,9,0
42,461,0,3,10,0
43,475,0,3,10,0
44,486,0,3,10,0
45,495,0,2,10,0
46,488,0,1,11,0
47,493,0,2,11,0
48,499,0,2,10,0
49,503,0,1,10,0
50,519,0,1,9,0
51,516,0,1,8,0
52,509,0,1,8,0
53,520,0,2,6,0
54,535,0,4,6,0
55,526,0,3,5,0
56,525,0,4,5,0
57,507,0,4,5,0
58,491,0,3,6,0
59,495,0,3,6,0
60,499,0,3,6,0
61,484,0,4,6,0
62,492,0,5,6,0
63,486,0,5,6,0
64,487,0,6,6,0
65,483,0,7,6,0
66,492,0,5,7,0
67,504,0,7,7,0
68,485,0,6,7,0
69,497,0,7,6,0
70,468,0,6,7,0
71,459,0,7,8,0
72,454,0,7,8,0
73,455,0,6,8,0
74,465,0,2,11,0
75,465,0,2,10,0
76,474,0,2,10,0
77,481,0,3,10,0
78,476,0,3,12,0
79,469,0,3,12,0
80,465,0,3,13,0
81,463,0,3,13,0
82,479,0,2,14,0
83,471,0,1,12,0
84,475,0,1,11,0
85,490,0,2,12,0
86,484,0,5,12,0
87,494,0,3,15,0
88,483,0,3,15,0
89,473,0,4,15,0
90,474,0,5,13,0
91,471,0,6,12,0
92,479,0,8,13,0
93,487,0,8,14,0
94,483,0,8,14,0
95,476,0,9,13,0
96,475,0,7,12,0
97,463,0,5,14,0
98,463,0,4,14,0
99,461,0,4,12,0
100,482,0,4,12,0
