Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,7,0,0
2,40,0,12,0,0
3,59,0,13,2,0
4,62,0,12,3,0
5,77,0,14,3,0
6,98,0,15,3,0
7,111,0,13,6,0
8,127,0,13,9,0
9,144,0,14,12,0
10,149,0,18,12,0
11,182,0,20,14,0
12,199,0,23,15,0
13,225,0,22,20,0
14,260,0,22,24,0
15,269,0,21,26,0
16,281,0,23,28,0
17,322,0,34,30,0
18,319,0,42,31,0
19,327,0,41,34,0
20,347,0,39,39,0
21,366,0,42,40,0
22,383,0,45,41,0
23,376,0,41,44,0
24,358,0,57,45,0
25,343,0,64,49,0
26,325,0,67,53,0
27,322,0,71,57,0
28,313,0,75,58,0
29,309,0,74,57,0
30,320,0,75,61,0
31,309,0,78,61,0
32,289,0,74,63,0
33,288,0,64,69,0
34,270,0,66,73,0
35,272,0,65,77,0
36,245,0,67,77,0
37,245,0,62,80,0
38,242,0,61,78,0
39,251,0,53,80,0
40,250,0,49,75,0
41,251,0,39,73,0
42,253,0,38,72,0
43,241,0,34,75,0
44,259,0,34,71,0
45,262,0,30,73,0
46,273,0,29,67,0
47,277,0,34,67,0
48,269,0,29,71,0
49,279,0,24,69,0
50,299,0,24,62,0
51,293,0,24,57,0
52,283,0,19,56,0
53,298,0,19,56,0
54,302,0,17,56,0
55,299,0,14,54,0
56,303,0,10,50,0
57,313,0,10,44,0
58,318,0,9,43,0
59,335,0,7,44,0
60,340,0,14,46,0
61,339,0,21,43,0
62,343,0,17,44,0
63,356,0,15,44,0
64,371,0,15,44,0
65,370,0,12,46,0
66,391,0,12,45,0
67,393,0,12,44,0
68,394,0,20,39,0
69,373,0,45,45,0
70,364,0,54,49,0
71,366,0,46,55,0
72,383,0,43,60,0
73,380,0,48,63,0
74,378,0,56,65,0
75,357,0,54,68,0
76,381,0,53,65,0
77,363,0,71,71,0
78,357,0,65,75,0
79,350,0,60,80,0
80,338,0,55,80,0
81,344,0,55,79,0
82,355,0,53,74,0
83,349,0,53,73,0
84,349,0,48,73,0
85,336,0,41,77,0
86,329,0,31,85,0
87,322,0,27,81,0
88,328,0,25,80,0
89,331,0,22,84,0
90,320,0,26,76,0
91,326,0,29,72,0
92,325,0,26,69,0
93,338,0,23,66,0
94,335,0,22,61,0
95,344,0,18,59,0
96,360,0,19,52,0
97,358,0,20,45,0
98,377,0,17,41,0
99,389,0,17,39,0
100,402,0,17,39,0
