Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,6,1,0
2,31,0,8,1,0
3,64,0,11,4,0
4,75,0,10,6,0
5,80,0,9,8,0
6,102,0,11,8,0
7,121,0,12,9,0
8,142,0,14,9,0
9,162,0,16,10,0
10,176,0,17,13,0
11,185,0,21,14,0
12,208,0,21,18,0
13,208,0,31,19,0
14,208,0,39,20,0
15,204,0,48,25,0
16,201,0,60,28,0
17,203,0,74,33,0
18,196,0,80,35,0
19,199,0,86,44,0
20,212,0,91,58,0
21,227,0,104,64,0
22,223,0,110,76,0
23,229,0,114,77,0
24,209,0,127,89,0
25,195,0,135,94,0
26,174,0,130,106,0
27,157,0,140,112,0
28,140,0,140,121,0
29,139,0,144,127,0
30,144,0,148,127,0
31,146,0,157,135,0
32,133,0,155,134,0
33,132,0,159,136,0
34,132,0,165,148,0
35,111,0,166,157,0
36,99,0,176,168,0
37,87,0,179,174,0
38,82,0,184,173,0
39,76,0,182,186,0
40,68,0,179,199,0
41,55,0,184,210,0
42,41,0,177,203,0
43,40,0,170,198,0
44,28,0,167,196,0
45,31,0,188,197,0
46,26,0,189,196,0
47,27,0,186,195,0
48,36,0,179,196,0
49,28,0,164,218,0
50,35,0,153,226,0
51,30,0,152,219,0
52,25,0,151,213,0
53,22,0,154,214,0
54,24,0,158,218,0
55,19,0,161,220,0
56,26,0,154,214,0
57,24,0,148,215,0
58,21,0,140,220,0
59,10,0,139,210,0
60,10,0,138,211,0
61,15,0,136,213,0
62,25,0,148,212,0
63,32,0,159,214,0
64,27,0,164,220,0
65,44,0,157,221,0
66,45,0,172,220,0
67,53,0,174,224,0
68,31,0,175,224,0
69,32,0,178,216,0
70,21,0,171,219,0
71,30,0,168,220,0
72,35,0,177,218,0
73,25,0,180,216,0
74,24,0,178,209,0
75,20,0,175,199,0
76,31,0,182,197,0
77,35,0,177,211,0
78,26,0,170,222,0
79,39,0,163,239,0
80,33,0,165,243,0
81,45,0,158,254,0
82,37,0,158,260,0
83,41,0,143,255,0
84,53,0,148,242,0
85,38,0,143,239,0
86,42,0,143,229,0
87,48,0,136,230,0
88,44,0,132,222,0
89,57,0,125,216,0
90,62,0,134,223,0
91,68,0,139,223,0
92,58,0,160,225,0
93,52,0,190,220,0
94,43,0,185,226,0
95,63,0,183,234,0
96,71,0,202,229,0
97,63,0,207,239,0
98,54,0,204,238,0
99,48,0,192,234,0
100,67,0,192,234,0
