Day,Susceptible,Exposed,Infected,Recovered,Died
0,21,0,3,0,0
1,21,0,3,0,0
2,57,0,4,1,0
3,80,0,3,2,0
4,107,0,3,3,0
5,135,0,4,3,0
6,154,0,4,3,0
7,162,0,6,3,0
8,180,0,6,5,0
9,194,0,5,9,0
10,192,0,7,10,0
11,191,0,8,11,0
12,213,0,13,11,0
13,236,0,13,14,0
14,258,0,17,16,0
15,262,0,22,17,0
16,277,0,26,20,0
17,287,0,32,23,0
18,298,0,45,25,0
19,313,0,48,29,0
20,323,0,51,32,0
21,331,0,58,34,0
22,312,0,66,42,0
23,305,0,63,50,0
24,298,0,73,49,0
25,288,0,80,52,0
26,263,0,94,59,0
27,247,0,105,60,0
28,226,0,113,65,0
29,219,0,123,70,0
30,213,0,131,81,0
31,198,0,137,90,0
32,174,0,148,100,0
33,153,0,159,109,0
34,135,0,167,118,0
35,122,0,164,127,0
36,132,0,161,133,0
37,119,0,171,132,0
38,114,0,184,127,0
39,108,0,178,145,0
40,96,0,185,147,0
41,80,0,191,154,0
42,68,0,183,162,0
43,51,0,191,156,0
44,46,0,172,172,0
45,56,0,175,173,0
46,48,0,174,182,0
47,53,0,179,181,0
48,55,0,180,189,0
49,35,0,177,199,0
50,28,0,162,200,0
51,18,0,162,211,0
52,15,0,163,210,0
53,13,0,150,216,0
54,23,0,142,218,0
55,28,0,143,219,0
56,18,0,139,219,0
57,21,0,132,217,0
58,23,0,126,211,0
59,36,0,124,208,0
60,24,0,115,205,0
61,22,0,115,197,0
62,27,0,120,194,0
63,22,0,122,197,0
64,35,0,124,201,0
65,40,0,130,202,0
66,39,0,130,199,0
67,42,0,135,194,0
68,27,0,140,199,0
69,25,0,130,195,0
70,26,0,128,199,0
71,21,0,127,192,0
72,17,0,118,194,0
73,33,0,109,200,0
74,40,0,102,209,0
75,44,0,104,210,0
76,47,0,107,206,0
77,41,0,118,194,0
78,63,0,121,199,0
79,54,0,129,197,0
80,55,0,134,189,0
81,60,0,137,188,0
82,61,0,150,195,0
83,59,0,150,194,0
84,79,0,153,186,0
85,78,0,161,179,0
86,77,0,161,178,0
87,75,0,158,183,0
88,77,0,157,188,0
89,78,0,163,185,0
90,74,0,165,188,0
91,74,0,164,198,0
92,78,0,165,204,0
93,88,0,165,212,0
94,79,0,167,221,0
95,75,0,159,227,0
96,93,0,158,228,0
97,78,0,165,223,0
98,73,0,160,222,0
99,82,0,152,222,0
100,106,0,152,222,0
