Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,38,0,7,1,0
3,56,0,7,2,0
4,87,0,7,4,0
5,116,0,7,5,0
6,132,0,8,6,0
7,143,0,9,6,0
8,153,0,9,6,0
9,154,0,9,6,0
10,183,0,12,10,0
11,180,0,14,13,0
12,185,0,15,14,0
13,208,0,13,16,0
14,207,0,13,18,0
15,214,0,15,19,0
16,231,0,14,20,0
17,269,0,16,20,0
18,297,0,17,23,0
19,305,0,16,26,0
20,304,0,19,26,0
21,328,0,15,31,0
22,336,0,15,34,0
23,332,0,17,33,0
24,351,0,20,33,0
25,354,0,24,33,0
26,343,0,30,34,0
27,308,0,37,31,0
28,309,0,33,33,0
29,307,0,31,33,0
30,316,0,39,39,0
31,323,0,41,43,0
32,328,0,47,45,0
33,340,0,52,44,0
34,332,0,55,46,0
35,350,0,64,48,0
36,351,0,73,56,0
37,329,0,68,64,0
38,321,0,62,75,0
39,318,0,64,75,0
40,303,0,57,83,0
41,306,0,51,85,0
42,316,0,46,83,0
43,308,0,48,90,0
44,301,0,48,88,0
45,317,0,45,87,0
46,320,0,46,90,0
47,318,0,41,94,0
48,303,0,38,95,0
49,294,0,37,94,0
50,296,0,37,93,0
51,308,0,34,90,0
52,306,0,31,92,0
53,335,0,27,94,0
54,336,0,28,93,0
55,344,0,27,82,0
56,349,0,24,77,0
57,349,0,24,78,0
58,353,0,25,70,0
59,363,0,30,64,0
60,368,0,25,65,0
61,392,0,25,64,0
62,401,0,20,67,0
63,416,0,16,67,0
64,429,0,11,67,0
65,433,0,11,63,0
66,444,0,7,60,0
67,451,0,6,58,0
68,464,0,6,55,0
69,474,0,4,54,0
70,474,0,4,54,0
71,482,0,4,50,0
72,467,0,3,46,0
73,470,0,5,45,0
74,460,0,5,41,0
75,460,0,4,39,0
76,454,0,4,36,0
77,450,0,5,35,0
78,460,0,5,33,0
79,457,0,5,30,0
80,447,0,2,29,0
81,421,0,1,30,0
82,425,0,1,28,0
83,423,0,2,28,0
84,403,0,3,28,0
85,412,0,4,28,0
86,391,0,5,28,0
87,399,0,10,27,0
88,392,0,7,28,0
89,377,0,10,29,0
90,405,0,9,30,0
91,411,0,9,30,0
92,403,0,6,33,0
93,412,0,7,33,0
94,421,0,5,36,0
95,418,0,2,36,0
96,434,0,1,35,0
97,448,0,2,34,0
98,459,0,1,33,0
99,458,0,0,33,0
100,490,0,0,33,0
