Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,46,0,4,0,0
3,65,0,2,2,0
4,96,0,2,2,0
5,126,0,2,2,0
6,153,0,2,2,0
7,190,1,2,2,0
8,205,0,3,2,0
9,228,0,2,3,0
10,231,1,2,3,0
11,251,0,3,3,0
12,278,1,3,3,0
13,285,3,2,4,0
14,309,2,3,4,0
15,335,1,5,4,0
16,344,1,5,4,0
17,352,2,5,5,0
18,369,3,4,6,0
19,379,4,3,7,0
20,393,4,3,7,0
21,411,4,3,7,0
22,415,4,3,7,0
23,419,4,3,7,0
24,415,4,4,7,0
25,392,2,5,7,0
26,385,1,5,7,0
27,370,1,6,7,0
28,354,2,6,6,0
29,342,1,4,7,0
30,350,1,3,7,0
31,350,1,3,7,0
32,352,1,2,7,0
33,346,1,2,7,0
34,355,3,1,8,0
35,346,2,2,7,0
36,346,1,2,6,0
37,341,1,2,6,0
38,358,1,2,6,0
39,360,1,2,6,0
40,358,0,3,6,0
41,364,1,2,7,0
42,372,1,2,6,0
43,388,1,2,6,0
44,395,1,3,5,0
45,385,2,2,5,0
46,381,2,2,5,0
47,387,2,2,5,0
48,419,1,2,5,0
49,416,2,2,5,0
50,439,2,2,5,0
51,458,1,3,5,0
52,448,1,3,5,0
53,433,1,3,5,0
54,426,1,4,5,0
55,439,0,3,7,0
56,425,0,3,7,0
57,424,1,3,7,0
58,413,2,1,8,0
59,417,1,2,8,0
60,422,2,1,9,0
61,422,1,2,9,0
62,447,0,2,9,0
63,455,1,2,9,0
64,449,1,1,8,0
65,448,1,1,8,0
66,452,0,1,8,0
67,464,1,1,7,0
68,479,5,1,7,0
69,482,4,2,7,0
70,488,1,5,7,0
71,481,0,5,6,0
72,468,1,4,7,0
73,469,0,4,7,0
74,468,3,3,8,0
75,462,2,4,8,0
76,475,2,4,8,0
77,490,2,5,8,0
78,493,0,7,7,0
79,471,2,6,9,0
80,468,2,6,8,0
81,471,3,5,9,0
82,484,2,6,9,0
83,482,2,6,9,0
84,457,1,7,8,0
85,428,1,5,8,0
86,428,0,5,8,0
87,410,1,5,7,0
88,422,0,6,7,0
89,400,0,5,7,0
90,399,0,5,7,0
91,380,3,4,7,0
92,363,2,5,7,0
93,356,3,4,8,0
94,350,2,5,7,0
95,362,3,5,7,0
96,370,3,5,7,0
97,372,2,6,7,0
98,355,1,5,9,0
99,349,1,5,8,0
100,355,1,5,8,0
