Day,Susceptible,Exposed,Infected,Recovered,Died
0,21,0,3,0,0
1,18,0,6,0,0
2,40,0,9,1,0
3,64,0,9,2,0
4,76,0,10,3,0
5,92,0,15,4,0
6,105,0,17,4,0
7,127,0,19,5,0
8,149,0,20,7,0
9,161,0,21,9,0
10,189,0,25,10,0
11,197,0,28,13,0
12,207,0,33,16,0
13,220,0,43,16,0
14,215,0,42,23,0
15,215,0,49,27,0
16,221,0,57,33,0
17,231,0,60,40,0
18,226,0,82,43,0
19,229,0,88,51,0
20,227,0,96,60,0
21,243,0,98,67,0
22,248,0,106,73,0
23,251,0,123,80,0
24,232,0,133,87,0
25,228,0,132,92,0
26,207,0,133,104,0
27,189,0,130,117,0
28,178,0,141,131,0
29,156,0,144,135,0
30,127,0,152,136,0
31,115,0,156,138,0
32,97,0,156,141,0
33,99,0,165,142,0
34,85,0,170,155,0
35,81,0,171,168,0
36,97,0,178,172,0
37,88,0,175,174,0
38,75,0,172,179,0
39,79,0,168,188,0
40,67,0,178,190,0
41,62,0,177,192,0
42,49,0,185,196,0
43,52,0,188,191,0
44,42,0,187,186,0
45,46,0,178,197,0
46,39,0,173,195,0
47,34,0,179,200,0
48,27,0,189,200,0
49,18,0,180,214,0
50,20,0,182,222,0
51,17,0,180,226,0
52,16,0,178,238,0
53,33,0,168,249,0
54,25,0,168,255,0
55,15,0,161,260,0
56,15,0,161,255,0
57,15,0,155,256,0
58,12,0,143,256,0
59,18,0,144,246,0
60,22,0,134,241,0
61,23,0,125,241,0
62,19,0,127,236,0
63,22,0,135,222,0
64,24,0,130,223,0
65,22,0,128,217,0
66,34,0,130,216,0
67,24,0,134,212,0
68,30,0,123,217,0
69,39,0,131,213,0
70,38,0,143,202,0
71,36,0,142,207,0
72,44,0,143,207,0
73,37,0,147,204,0
74,33,0,149,198,0
75,38,0,148,201,0
76,46,0,154,212,0
77,41,0,168,219,0
78,33,0,167,221,0
79,26,0,167,220,0
80,37,0,175,218,0
81,36,0,171,217,0
82,28,0,164,226,0
83,28,0,164,232,0
84,26,0,158,232,0
85,24,0,155,229,0
86,23,0,151,230,0
87,31,0,146,237,0
88,38,0,157,238,0
89,35,0,172,235,0
90,27,0,172,238,0
91,43,0,163,233,0
92,56,0,170,227,0
93,59,0,163,235,0
94,61,0,172,225,0
95,53,0,188,219,0
96,47,0,199,215,0
97,45,0,192,218,0
98,40,0,186,209,0
99,44,0,183,208,0
100,72,0,183,208,0
