Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,60,0,4,0,0
3,92,0,4,0,0
4,105,0,5,0,0
5,131,0,5,0,0
6,155,0,4,1,0
7,171,0,4,1,0
8,186,0,5,1,0
9,197,0,4,2,0
10,211,0,4,2,0
11,217,0,5,2,0
12,226,0,3,4,0
13,228,0,2,5,0
14,237,0,1,6,0
15,267,0,2,6,0
16,290,0,2,6,0
17,327,0,2,6,0
18,330,0,2,6,0
19,350,0,3,6,0
20,362,0,2,6,0
21,366,0,3,6,0
22,361,0,4,6,0
23,344,0,6,6,0
24,339,0,6,6,0
25,328,0,5,6,0
26,309,0,4,7,0
27,320,0,4,7,0
28,333,0,6,7,0
29,341,0,6,7,0
30,365,0,7,5,0
31,366,0,8,5,0
32,374,0,7,6,0
33,388,0,8,6,0
34,400,0,7,7,0
35,402,0,8,7,0
36,404,0,7,7,0
37,389,0,8,6,0
38,390,0,8,6,0
39,396,0,10,6,0
40,389,0,9,6,0
41,398,0,8,7,0
42,397,0,8,9,0
43,398,0,9,8,0
44,408,0,6,11,0
45,434,0,6,11,0
46,434,0,6,12,0
47,436,0,7,12,0
48,448,0,5,13,0
49,443,0,5,13,0
50,457,0,8,12,0
51,450,0,10,12,0
52,453,0,9,12,0
53,447,0,9,12,0
54,443,0,12,14,0
55,426,0,15,14,0
56,438,0,12,16,0
57,444,0,10,18,0
58,446,0,9,19,0
59,434,0,9,18,0
60,422,0,8,19,0
61,419,0,8,18,0
62,400,0,8,17,0
63,422,0,9,17,0
64,423,0,8,18,0
65,435,0,8,18,0
66,432,0,7,17,0
67,419,0,6,17,0
68,409,0,5,16,0
69,405,0,6,16,0
70,394,0,5,16,0
71,388,0,4,15,0
72,370,0,5,15,0
73,369,0,6,15,0
74,362,0,6,14,0
75,347,0,5,12,0
76,365,0,5,12,0
77,370,0,5,12,0
78,378,0,5,12,0
79,373,0,7,12,0
80,368,0,6,13,0
81,356,0,4,16,0
82,367,0,3,17,0
83,370,0,2,16,0
84,368,0,2,17,0
85,373,0,2,17,0
86,372,0,2,16,0
87,371,0,2,16,0
88,391,0,2,13,0
89,388,0,2,13,0
90,390,0,2,13,0
91,407,0,3,13,0
92,420,0,3,12,0
93,428,0,3,13,0
94,443,0,3,14,0
95,460,0,3,14,0
96,466,0,1,14,0
97,446,0,1,14,0
98,447,0,0,15,0
99,442,0,0,15,0
100,447,0,0,15,0
