Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,3,1,0
2,32,0,4,1,0
3,57,0,3,2,0
4,86,0,2,3,0
5,113,0,1,4,0
6,114,0,2,4,0
7,155,0,2,4,0
8,181,0,3,4,0
9,210,0,3,4,0
10,218,0,3,4,0
11,231,0,3,4,0
12,243,0,3,5,0
13,267,0,2,6,0
14,278,0,3,6,0
15,296,0,3,6,0
16,299,0,3,6,0
17,333,0,3,6,0
18,341,0,4,6,0
19,356,0,4,6,0
20,374,0,1,9,0
21,380,0,1,9,0
22,387,0,2,7,0
23,406,0,2,8,0
24,415,0,2,8,0
25,416,0,2,8,0
26,409,0,2,8,0
27,414,0,2,8,0
28,417,0,3,7,0
29,401,0,3,7,0
30,389,0,3,8,0
31,373,0,2,7,0
32,395,0,2,7,0
33,403,0,3,7,0
34,410,0,3,7,0
35,412,0,4,7,0
36,405,0,4,5,0
37,401,0,4,5,0
38,406,0,4,5,0
39,411,0,3,6,0
40,416,0,3,6,0
41,400,0,2,7,0
42,397,0,2,7,0
43,399,0,2,7,0
44,398,0,3,7,0
45,410,0,3,7,0
46,407,0,4,7,0
47,392,0,3,8,0
48,389,0,2,8,0
49,406,0,2,7,0
50,414,0,2,7,0
51,422,0,3,7,0
52,431,0,4,6,0
53,414,0,2,7,0
54,405,0,2,7,0
55,419,0,2,6,0
56,413,0,3,6,0
57,416,0,2,7,0
58,404,0,2,7,0
59,409,0,2,7,0
60,400,0,2,7,0
61,394,0,2,8,0
62,405,0,2,8,0
63,426,0,2,8,0
64,427,0,3,7,0
65,418,0,3,7,0
66,418,0,2,7,0
67,425,0,2,7,0
68,426,0,2,7,0
69,433,0,4,7,0
70,440,0,3,8,0
71,443,0,3,7,0
72,448,0,4,7,0
73,445,0,4,6,0
74,459,0,4,7,0
75,458,0,4,7,0
76,449,0,4,7,0
77,450,0,3,9,0
78,460,0,3,8,0
79,469,0,4,8,0
80,488,0,3,9,0
81,485,0,2,9,0
82,499,0,2,9,0
83,507,0,3,9,0
84,503,0,3,9,0
85,515,0,1,9,0
86,501,0,1,8,0
87,513,0,1,7,0
88,514,0,1,6,0
89,537,0,1,6,0
90,537,0,2,6,0
91,530,0,2,6,0
92,534,0,2,6,0
93,537,0,2,6,0
94,520,0,2,6,0
95,510,0,2,6,0
96,508,0,3,6,0
97,515,0,3,6,0
98,520,0,3,7,0
99,531,0,1,9,0
100,551,0,1,9,0
