Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,18,0,6,0,0
2,17,0,9,1,0
3,36,0,11,3,0
4,62,0,16,3,0
5,81,0,18,5,0
6,112,0,19,7,0
7,139,0,19,9,0
8,146,0,18,15,0
9,153,0,25,17,0
10,156,0,26,19,0
11,171,0,23,26,0
12,166,0,25,30,0
13,164,0,36,30,0
14,175,0,47,33,0
15,181,0,52,38,0
16,188,0,57,43,0
17,209,0,57,50,0
18,210,0,72,56,0
19,220,0,78,65,0
20,211,0,77,79,0
21,221,0,92,85,0
22,224,0,93,93,0
23,224,0,99,102,0
24,225,0,103,102,0
25,195,0,104,115,0
26,183,0,114,116,0
27,187,0,120,120,0
28,170,0,120,122,0
29,165,0,129,118,0
30,151,0,147,128,0
31,128,0,167,130,0
32,128,0,170,142,0
33,123,0,169,156,0
34,102,0,183,168,0
35,92,0,182,188,0
36,92,0,182,189,0
37,90,0,180,195,0
38,73,0,185,209,0
39,65,0,185,210,0
40,75,0,182,205,0
41,67,0,186,205,0
42,51,0,197,210,0
43,40,0,208,216,0
44,46,0,216,214,0
45,49,0,205,223,0
46,53,0,227,236,0
47,41,0,230,239,0
48,29,0,219,249,0
49,23,0,207,249,0
50,31,0,212,249,0
51,18,0,197,252,0
52,13,0,198,249,0
53,17,0,194,248,0
54,24,0,197,256,0
55,18,0,180,267,0
56,20,0,166,274,0
57,25,0,171,268,0
58,32,0,179,265,0
59,25,0,192,266,0
60,16,0,186,268,0
61,13,0,180,269,0
62,9,0,186,269,0
63,21,0,182,270,0
64,19,0,192,270,0
65,11,0,186,262,0
66,19,0,184,251,0
67,17,0,177,241,0
68,19,0,166,231,0
69,14,0,159,235,0
70,27,0,157,244,0
71,20,0,150,251,0
72,25,0,158,250,0
73,29,0,161,265,0
74,20,0,159,261,0
75,25,0,163,255,0
76,28,0,152,253,0
77,32,0,165,248,0
78,24,0,176,242,0
79,21,0,175,246,0
80,23,0,164,246,0
81,20,0,159,238,0
82,17,0,142,238,0
83,23,0,141,233,0
84,32,0,140,224,0
85,22,0,136,210,0
86,34,0,132,209,0
87,37,0,140,209,0
88,46,0,134,210,0
89,60,0,141,201,0
90,47,0,138,205,0
91,48,0,143,201,0
92,62,0,142,199,0
93,69,0,154,200,0
94,59,0,163,203,0
95,56,0,165,197,0
96,63,0,157,199,0
97,66,0,167,198,0
98,63,0,162,198,0
99,85,0,159,189,0
100,93,0,159,189,0
