Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,7,0,0
2,30,0,8,0,0
3,64,0,13,1,0
4,71,0,13,1,0
5,97,0,17,2,0
6,116,0,18,3,0
7,153,0,19,5,0
8,174,0,18,8,0
9,178,0,20,10,0
10,182,0,23,11,0
11,213,0,26,11,0
12,241,0,27,14,0
13,264,0,27,17,0
14,270,0,30,20,0
15,296,0,32,22,0
16,307,0,32,25,0
17,320,0,33,30,0
18,326,0,41,34,0
19,345,0,47,40,0
20,334,0,71,44,0
21,336,0,74,48,0
22,336,0,78,54,0
23,329,0,80,60,0
24,307,0,100,65,0
25,287,0,133,73,0
26,251,0,161,84,0
27,209,0,175,91,0
28,209,0,177,101,0
29,208,0,167,116,0
30,217,0,153,127,0
31,221,0,149,131,0
32,209,0,136,151,0
33,211,0,130,153,0
34,194,0,157,152,0
35,169,0,184,154,0
36,133,0,201,166,0
37,112,0,192,177,0
38,110,0,181,187,0
39,115,0,178,190,0
40,118,0,166,198,0
41,123,0,177,199,0
42,134,0,187,204,0
43,136,0,169,214,0
44,151,0,148,229,0
45,151,0,146,237,0
46,144,0,155,229,0
47,152,0,149,227,0
48,134,0,153,225,0
49,127,0,141,225,0
50,123,0,138,224,0
51,113,0,146,216,0
52,97,0,151,225,0
53,106,0,153,219,0
54,121,0,153,214,0
55,134,0,141,208,0
56,137,0,129,210,0
57,151,0,113,209,0
58,157,0,107,207,0
59,155,0,111,204,0
60,149,0,103,201,0
61,157,0,94,204,0
62,170,0,86,204,0
63,189,0,82,190,0
64,209,0,70,184,0
65,232,0,66,177,0
66,241,0,64,159,0
67,249,0,55,155,0
68,235,0,66,142,0
69,238,0,68,141,0
70,264,0,60,141,0
71,263,0,65,136,0
72,271,0,59,127,0
73,274,0,52,119,0
74,302,0,49,115,0
75,320,0,48,105,0
76,314,0,40,98,0
77,311,0,37,89,0
78,329,0,35,84,0
79,330,0,33,82,0
80,349,0,32,80,0
81,352,0,33,71,0
82,364,0,30,64,0
83,371,0,24,67,0
84,351,0,20,62,0
85,349,0,17,55,0
86,350,0,25,55,0
87,348,0,25,55,0
88,349,0,25,51,0
89,344,0,23,54,0
90,357,0,22,52,0
91,355,0,20,49,0
92,348,0,20,44,0
93,337,0,21,44,0
94,349,0,16,44,0
95,363,0,15,44,0
96,391,0,14,44,0
97,413,0,14,42,0
98,410,0,14,42,0
99,421,0,10,42,0
100,445,0,10,42,0
