Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,30,0,3,2,0
3,54,0,3,2,0
4,77,0,3,2,0
5,98,0,3,2,0
6,119,0,3,2,0
7,133,0,3,2,0
8,157,0,3,2,0
9,165,0,4,2,0
10,178,0,3,3,0
11,186,0,3,3,0
12,213,0,3,3,0
13,225,0,3,3,0
14,242,0,3,3,0
15,291,0,3,3,0
16,325,0,5,3,0
17,343,0,5,3,0
18,361,0,5,3,0
19,397,0,5,3,0
20,418,0,6,3,0
21,426,0,3,6,0
22,427,0,3,5,0
23,421,0,3,5,0
24,414,0,2,7,0
25,416,0,2,4,0
26,417,0,1,5,0
27,395,0,1,5,0
28,390,0,1,5,0
29,385,0,1,5,0
30,396,0,1,5,0
31,380,0,1,5,0
32,386,0,1,5,0
33,380,0,2,5,0
34,382,0,3,5,0
35,395,0,3,5,0
36,405,0,3,5,0
37,379,0,4,4,0
38,370,0,4,4,0
39,379,0,4,4,0
40,387,0,3,4,0
41,381,0,3,3,0
42,399,0,4,3,0
43,422,0,3,3,0
44,422,0,3,4,0
45,420,0,3,4,0
46,417,0,2,5,0
47,434,0,4,5,0
48,438,0,3,6,0
49,443,0,4,6,0
50,444,0,4,6,0
51,434,0,6,6,0
52,430,0,5,7,0
53,431,0,4,7,0
54,427,0,3,8,0
55,424,0,2,8,0
56,426,0,2,8,0
57,422,0,2,7,0
58,400,0,2,7,0
59,406,0,2,7,0
60,400,0,2,7,0
61,386,0,2,7,0
62,398,0,4,7,0
63,372,0,3,7,0
64,367,0,2,6,0
65,360,0,3,6,0
66,359,0,0,9,0
67,372,0,1,9,0
68,376,0,2,9,0
69,383,0,1,8,0
70,418,0,1,8,0
71,426,0,1,8,0
72,410,0,1,8,0
73,425,0,1,7,0
74,434,0,1,6,0
75,431,0,1,6,0
76,448,0,1,6,0
77,439,0,1,7,0
78,456,0,1,7,0
79,468,0,3,7,0
80,478,0,2,8,0
81,480,0,3,7,0
82,498,0,3,8,0
83,498,0,2,9,0
84,499,0,3,9,0
85,486,0,3,9,0
86,487,0,5,9,0
87,491,0,4,11,0
88,486,0,4,12,0
89,504,0,3,13,0
90,491,0,4,12,0
91,483,0,4,10,0
92,461,0,5,10,0
93,467,0,3,12,0
94,467,0,3,12,0
95,456,0,3,12,0
96,433,0,3,12,0
97,420,0,3,12,0
98,433,0,6,12,0
99,419,0,6,9,0
100,440,0,6,9,0
