Day,Susceptible,Exposed,Infected,Recovered,Died
0,21,0,3,0,0
1,18,3,3,0,0
2,55,3,3,1,0
3,65,2,4,1,0
4,73,0,5,2,0
5,76,2,5,2,0
6,91,2,5,3,0
7,118,2,5,3,0
8,122,1,7,4,0
9,143,2,7,4,0
10,170,4,5,6,0
11,188,5,6,6,0
12,219,5,8,6,0
13,237,5,10,6,0
14,267,8,10,7,0
15,289,9,14,7,0
16,317,12,19,8,0
17,338,13,18,10,0
18,351,11,19,12,0
19,375,12,20,14,0
20,389,12,22,15,0
21,385,13,21,18,0
22,393,8,25,19,0
23,401,14,24,19,0
24,400,16,25,21,0
25,409,16,29,22,0
26,406,17,32,23,0
27,419,18,31,29,0
28,403,14,37,29,0
29,417,13,36,31,0
30,423,13,38,33,0
31,414,12,39,34,0
32,404,34,42,38,0
33,375,45,46,40,0
34,348,49,49,39,0
35,333,46,59,44,0
36,328,38,68,39,0
37,308,33,70,49,0
38,311,30,74,56,0
39,300,23,70,65,0
40,297,22,66,65,0
41,293,30,64,66,0
42,269,28,60,69,0
43,257,21,65,71,0
44,274,23,59,76,0
45,271,23,57,82,0
46,285,24,60,83,0
47,281,33,56,84,0
48,265,36,54,79,0
49,266,24,65,80,0
50,263,23,60,82,0
51,262,28,54,83,0
52,257,26,56,78,0
53,267,28,56,73,0
54,273,23,54,71,0
55,266,23,51,73,0
56,283,18,50,75,0
57,294,20,43,82,0
58,295,22,46,78,0
59,305,26,42,78,0
60,310,23,47,78,0
61,331,16,44,82,0
62,328,17,41,80,0
63,338,30,42,79,0
64,336,22,46,80,0
65,338,21,47,79,0
66,352,19,44,84,0
67,355,17,41,85,0
68,362,11,42,83,0
69,365,19,37,82,0
70,378,16,40,81,0
71,368,17,35,77,0
72,368,14,31,78,0
73,392,12,31,75,0
74,395,12,34,71,0
75,395,16,38,65,0
76,382,15,33,66,0
77,387,20,38,64,0
78,359,38,47,64,0
79,346,27,55,66,0
80,344,20,57,67,0
81,334,22,57,70,0
82,313,36,62,77,0
83,307,41,64,79,0
84,302,37,67,79,0
85,302,20,75,77,0
86,284,21,70,80,0
87,292,22,71,84,0
88,283,25,71,83,0
89,287,16,71,90,0
90,294,20,68,89,0
91,305,23,70,90,0
92,309,24,64,84,0
93,313,16,65,84,0
94,302,29,62,81,0
95,286,22,57,89,0
96,302,18,53,90,0
97,303,18,46,87,0
98,312,25,45,85,0
99,311,27,47,81,0
100,339,27,47,81,0
