Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,2,5,0,0
2,42,2,6,0,0
3,64,1,8,2,0
4,91,3,8,2,0
5,110,2,10,2,0
6,118,2,8,4,0
7,140,4,6,6,0
8,171,3,8,6,0
9,195,5,9,6,0
10,206,5,11,6,0
11,223,1,14,7,0
12,254,4,12,9,0
13,268,7,12,10,0
14,298,7,12,11,0
15,313,5,16,11,0
16,335,8,19,12,0
17,341,9,20,13,0
18,366,10,21,16,0
19,390,10,23,16,0
20,407,10,24,18,0
21,421,9,23,22,0
22,420,14,23,23,0
23,431,25,25,23,0
24,383,81,33,27,0
25,361,90,53,28,0
26,335,87,68,38,0
27,328,71,89,41,0
28,308,62,112,49,0
29,292,49,114,60,0
30,294,38,119,65,0
31,303,34,118,72,0
32,312,43,108,80,0
33,311,51,108,90,0
34,283,45,106,98,0
35,275,35,109,99,0
36,273,32,105,107,0
37,280,23,102,105,0
38,283,23,88,118,0
39,294,26,86,119,0
40,280,49,80,117,0
41,264,42,85,116,0
42,236,43,86,116,0
43,232,34,87,120,0
44,215,31,92,114,0
45,223,36,87,115,0
46,208,50,89,103,0
47,209,46,84,109,0
48,206,41,84,110,0
49,195,37,73,102,0
50,206,35,77,95,0
51,209,27,70,102,0
52,205,17,68,105,0
53,217,9,63,108,0
54,206,12,62,99,0
55,220,16,53,90,0
56,225,14,52,89,0
57,239,11,47,84,0
58,245,11,47,85,0
59,264,13,41,84,0
60,290,10,42,79,0
61,309,9,42,72,0
62,309,7,39,71,0
63,337,4,39,68,0
64,356,5,38,67,0
65,370,7,31,66,0
66,385,5,30,63,0
67,401,8,27,57,0
68,402,6,23,57,0
69,415,3,21,54,0
70,433,4,18,55,0
71,428,4,18,54,0
72,412,6,16,54,0
73,402,5,14,54,0
74,414,11,15,52,0
75,406,9,18,46,0
76,415,8,16,45,0
77,402,7,15,45,0
78,386,6,16,43,0
79,374,6,16,41,0
80,362,6,16,40,0
81,353,9,17,41,0
82,355,7,16,41,0
83,347,5,16,42,0
84,348,9,11,45,0
85,325,7,10,47,0
86,308,7,7,48,0
87,304,5,8,44,0
88,282,5,8,40,0
89,286,2,10,41,0
90,275,2,9,37,0
91,271,2,7,38,0
92,291,0,8,37,0
93,308,0,7,36,0
94,312,0,7,35,0
95,304,0,5,35,0
96,327,0,4,35,0
97,333,0,3,32,0
98,339,0,3,32,0
99,338,0,3,32,0
100,370,0,3,32,0
