Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,34,0,4,0,0
3,70,0,4,0,0
4,71,0,4,0,0
5,93,0,3,1,0
6,102,0,3,1,0
7,132,0,3,1,0
8,150,0,3,1,0
9,167,0,3,1,0
10,177,0,3,1,0
11,196,0,3,1,0
12,215,0,3,1,0
13,231,0,3,1,0
14,243,0,3,1,0
15,254,0,3,1,0
16,275,0,3,1,0
17,312,0,1,3,0
18,341,0,2,3,0
19,367,0,4,3,0
20,380,0,4,3,0
21,413,0,4,3,0
22,422,0,6,3,0
23,443,0,8,4,0
24,451,0,6,6,0
25,451,0,8,6,0
26,460,0,9,8,0
27,451,0,8,10,0
28,461,0,7,10,0
29,473,0,6,10,0
30,492,0,5,11,0
31,482,0,7,10,0
32,480,0,3,11,0
33,494,0,3,10,0
34,516,0,3,10,0
35,530,0,3,10,0
36,551,0,4,10,0
37,540,0,4,9,0
38,519,0,5,10,0
39,527,0,4,9,0
40,521,0,5,9,0
41,518,0,5,8,0
42,505,0,4,9,0
43,503,0,7,6,0
44,492,0,6,6,0
45,508,0,6,6,0
46,496,0,7,6,0
47,507,0,5,7,0
48,482,0,5,6,0
49,468,0,5,7,0
50,500,0,5,7,0
51,500,0,5,7,0
52,477,0,7,7,0
53,485,0,6,7,0
54,500,0,7,6,0
55,484,0,7,6,0
56,471,0,8,6,0
57,452,0,7,7,0
58,445,0,7,8,0
59,430,0,9,8,0
60,430,0,9,7,0
61,423,0,7,10,0
62,425,0,5,10,0
63,439,0,6,10,0
64,432,0,5,10,0
65,437,0,4,10,0
66,437,0,4,10,0
67,426,0,4,11,0
68,439,0,5,11,0
69,431,0,4,12,0
70,445,0,3,12,0
71,432,0,3,12,0
72,444,0,3,12,0
73,411,0,5,11,0
74,418,0,6,10,0
75,415,0,5,10,0
76,429,0,3,10,0
77,426,0,3,10,0
78,429,0,3,10,0
79,422,0,3,10,0
80,437,0,3,10,0
81,422,0,3,10,0
82,420,0,3,11,0
83,430,0,2,12,0
84,421,0,3,12,0
85,421,0,6,11,0
86,424,0,7,11,0
87,411,0,7,10,0
88,418,0,6,10,0
89,418,0,8,10,0
90,419,0,10,10,0
91,428,0,11,10,0
92,430,0,9,11,0
93,421,0,7,13,0
94,414,0,5,15,0
95,419,0,4,16,0
96,427,0,5,16,0
97,429,0,8,15,0
98,410,0,7,16,0
99,404,0,7,14,0
100,430,0,7,14,0
