Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,46,0,4,0,0
3,69,0,2,2,0
4,97,0,3,2,0
5,128,0,4,2,0
6,143,0,9,2,0
7,154,0,7,5,0
8,163,0,8,5,0
9,185,0,10,7,0
10,209,0,13,9,0
11,217,0,16,11,0
12,224,0,17,11,0
13,228,0,23,12,0
14,248,0,24,16,0
15,255,0,28,18,0
16,255,0,33,21,0
17,259,0,34,25,0
18,266,0,35,29,0
19,269,0,44,34,0
20,262,0,55,38,0
21,253,0,59,46,0
22,253,0,65,51,0
23,245,0,66,58,0
24,237,0,72,55,0
25,220,0,70,58,0
26,206,0,81,55,0
27,197,0,75,62,0
28,212,0,87,60,0
29,217,0,97,64,0
30,211,0,102,68,0
31,193,0,113,76,0
32,193,0,119,82,0
33,177,0,128,84,0
34,174,0,131,93,0
35,168,0,147,103,0
36,151,0,156,108,0
37,138,0,163,122,0
38,121,0,167,135,0
39,119,0,174,147,0
40,105,0,187,160,0
41,93,0,198,167,0
42,79,0,204,174,0
43,62,0,208,186,0
44,53,0,209,194,0
45,68,0,209,201,0
46,61,0,216,209,0
47,53,0,217,221,0
48,47,0,216,226,0
49,40,0,210,232,0
50,51,0,213,226,0
51,42,0,208,221,0
52,47,0,204,227,0
53,43,0,188,237,0
54,38,0,186,236,0
55,33,0,182,240,0
56,41,0,178,244,0
57,29,0,176,246,0
58,23,0,177,249,0
59,22,0,174,251,0
60,27,0,167,253,0
61,42,0,154,264,0
62,51,0,168,255,0
63,39,0,177,273,0
64,37,0,161,278,0
65,27,0,156,269,0
66,26,0,155,258,0
67,19,0,149,248,0
68,20,0,145,243,0
69,21,0,138,238,0
70,23,0,130,234,0
71,31,0,125,233,0
72,42,0,127,230,0
73,30,0,128,224,0
74,37,0,135,227,0
75,43,0,147,235,0
76,41,0,152,231,0
77,54,0,147,229,0
78,52,0,143,232,0
79,47,0,141,226,0
80,44,0,133,231,0
81,57,0,133,237,0
82,67,0,142,231,0
83,64,0,153,213,0
84,64,0,160,206,0
85,58,0,156,205,0
86,62,0,161,206,0
87,56,0,157,215,0
88,59,0,161,222,0
89,77,0,165,232,0
90,77,0,172,236,0
91,74,0,176,245,0
92,80,0,173,247,0
93,80,0,175,245,0
94,76,0,176,235,0
95,78,0,176,228,0
96,81,0,175,218,0
97,88,0,176,212,0
98,82,0,174,210,0
99,99,0,182,208,0
100,106,0,182,208,0
