Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,18,2,4,0,0
2,43,5,4,0,0
3,63,4,5,0,0
4,99,2,7,0,0
5,120,8,7,0,0
6,147,10,6,1,0
7,168,10,8,2,0
8,176,12,8,2,0
9,186,10,9,3,0
10,199,11,13,4,0
11,222,10,18,4,0
12,236,15,14,10,0
13,238,8,20,11,0
14,258,10,20,14,0
15,273,11,21,15,0
16,309,17,23,16,0
17,333,17,28,18,0
18,337,21,26,21,0
19,355,17,32,22,0
20,377,19,34,25,0
21,374,21,37,30,0
22,367,18,42,32,0
23,373,18,40,34,0
24,347,32,42,33,0
25,311,33,47,36,0
26,315,31,51,37,0
27,291,25,55,38,0
28,299,26,53,41,0
29,275,27,59,44,0
30,270,35,61,47,0
31,263,30,64,47,0
32,264,25,61,54,0
33,248,31,68,54,0
34,241,24,74,60,0
35,237,17,75,61,0
36,240,24,70,66,0
37,233,16,67,62,0
38,218,16,60,64,0
39,207,20,52,66,0
40,214,20,46,65,0
41,211,9,52,66,0
42,219,17,44,68,0
43,232,15,45,67,0
44,244,13,42,66,0
45,255,13,46,66,0
46,251,11,43,62,0
47,255,10,41,63,0
48,257,13,37,65,0
49,266,11,38,64,0
50,264,8,33,64,0
51,274,7,29,64,0
52,305,11,27,62,0
53,292,13,23,60,0
54,300,9,22,63,0
55,298,7,21,57,0
56,307,7,20,55,0
57,315,7,19,54,0
58,329,7,18,53,0
59,332,4,18,49,0
60,350,3,16,50,0
61,328,2,17,45,0
62,322,2,15,46,0
63,346,2,12,44,0
64,349,4,11,40,0
65,335,1,10,34,0
66,331,2,10,31,0
67,319,4,11,28,0
68,308,1,13,26,0
69,292,1,10,28,0
70,284,0,11,27,0
71,278,2,9,28,0
72,272,1,8,28,0
73,283,3,7,28,0
74,290,2,8,27,0
75,289,1,8,29,0
76,287,1,7,30,0
77,283,2,6,31,0
78,280,1,6,32,0
79,296,1,5,31,0
80,276,1,4,30,0
81,260,1,4,30,0
82,270,1,3,30,0
83,272,0,4,30,0
84,275,0,4,29,0
85,267,2,5,29,0
86,257,2,6,29,0
87,260,1,7,29,0
88,267,2,5,29,0
89,289,3,6,27,0
90,313,2,5,29,0
91,338,3,4,28,0
92,370,3,4,27,0
93,390,3,3,25,0
94,381,2,3,26,0
95,404,1,4,25,0
96,420,1,3,27,0
97,425,2,3,27,0
98,410,4,5,27,0
99,421,1,7,27,0
100,427,1,7,27,0
