Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,7,0,0
2,28,0,9,0,0
3,48,0,12,1,0
4,59,0,12,2,0
5,69,0,14,3,0
6,94,0,15,3,0
7,96,0,17,5,0
8,99,0,18,7,0
9,126,0,21,8,0
10,133,0,23,9,0
11,138,0,31,9,0
12,146,0,38,14,0
13,149,0,35,22,0
14,184,0,42,23,0
15,186,0,41,26,0
16,203,0,52,29,0
17,204,0,63,31,0
18,203,0,71,39,0
19,211,0,73,52,0
20,205,0,84,57,0
21,216,0,85,66,0
22,219,0,90,72,0
23,213,0,104,77,0
24,214,0,108,84,0
25,199,0,112,92,0
26,176,0,120,98,0
27,168,0,120,104,0
28,168,0,123,105,0
29,181,0,131,111,0
30,157,0,144,126,0
31,141,0,153,130,0
32,129,0,162,144,0
33,129,0,166,148,0
34,113,0,162,157,0
35,105,0,162,170,0
36,93,0,170,178,0
37,79,0,184,178,0
38,65,0,188,179,0
39,64,0,192,171,0
40,49,0,187,176,0
41,45,0,181,182,0
42,39,0,176,178,0
43,47,0,180,182,0
44,36,0,178,188,0
45,28,0,182,194,0
46,26,0,171,199,0
47,28,0,169,201,0
48,18,0,153,200,0
49,14,0,137,210,0
50,19,0,139,210,0
51,22,0,144,205,0
52,24,0,137,196,0
53,17,0,132,204,0
54,20,0,136,197,0
55,13,0,129,199,0
56,18,0,122,195,0
57,24,0,138,192,0
58,18,0,153,184,0
59,33,0,153,187,0
60,31,0,154,189,0
61,31,0,170,187,0
62,42,0,168,194,0
63,38,0,174,194,0
64,26,0,170,206,0
65,28,0,173,212,0
66,23,0,170,225,0
67,29,0,171,236,0
68,20,0,174,233,0
69,23,0,167,244,0
70,19,0,167,253,0
71,17,0,170,261,0
72,29,0,172,265,0
73,26,0,179,267,0
74,20,0,176,272,0
75,23,0,164,273,0
76,35,0,155,286,0
77,45,0,152,287,0
78,44,0,148,282,0
79,33,0,149,280,0
80,31,0,138,272,0
81,34,0,129,261,0
82,25,0,133,257,0
83,32,0,126,250,0
84,28,0,138,240,0
85,26,0,142,236,0
86,33,0,139,232,0
87,48,0,142,229,0
88,39,0,137,217,0
89,38,0,131,211,0
90,50,0,135,213,0
91,53,0,144,216,0
92,42,0,152,206,0
93,47,0,151,203,0
94,43,0,160,201,0
95,44,0,159,206,0
96,55,0,155,212,0
97,55,0,141,214,0
98,57,0,139,202,0
99,64,0,140,194,0
100,94,0,140,194,0
