Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,36,0,4,0,0
3,44,0,4,0,0
4,71,0,6,0,0
5,71,0,7,0,0
6,72,0,6,1,0
7,97,0,9,1,0
8,120,0,9,1,0
9,134,0,6,4,0
10,155,0,10,4,0
11,198,0,13,5,0
12,208,0,11,10,0
13,226,0,15,10,0
14,242,0,17,12,0
15,255,0,18,14,0
16,261,0,18,19,0
17,271,0,23,21,0
18,275,0,33,23,0
19,274,0,41,30,0
20,276,0,47,36,0
21,267,0,54,38,0
22,253,0,69,42,0
23,244,0,83,44,0
24,251,0,84,51,0
25,239,0,93,58,0
26,229,0,97,64,0
27,238,0,103,68,0
28,228,0,108,74,0
29,216,0,115,77,0
30,208,0,123,79,0
31,192,0,136,82,0
32,200,0,143,92,0
33,181,0,156,95,0
34,146,0,174,98,0
35,152,0,179,106,0
36,160,0,175,121,0
37,150,0,178,137,0
38,145,0,186,142,0
39,123,0,183,155,0
40,108,0,205,162,0
41,109,0,211,163,0
42,93,0,219,183,0
43,87,0,233,196,0
44,68,0,240,205,0
45,56,0,230,218,0
46,42,0,224,220,0
47,45,0,212,243,0
48,49,0,203,256,0
49,36,0,204,259,0
50,43,0,207,263,0
51,36,0,197,273,0
52,36,0,193,267,0
53,35,0,184,275,0
54,52,0,178,279,0
55,46,0,188,274,0
56,35,0,203,264,0
57,32,0,202,269,0
58,31,0,201,275,0
59,29,0,200,266,0
60,32,0,197,264,0
61,29,0,192,268,0
62,31,0,184,273,0
63,39,0,179,266,0
64,25,0,192,268,0
65,27,0,185,265,0
66,52,0,189,274,0
67,46,0,207,279,0
68,35,0,212,292,0
69,29,0,204,296,0
70,37,0,202,294,0
71,44,0,196,299,0
72,45,0,185,306,0
73,38,0,188,307,0
74,35,0,181,307,0
75,31,0,176,297,0
76,48,0,176,295,0
77,36,0,184,290,0
78,21,0,176,286,0
79,31,0,175,285,0
80,39,0,169,282,0
81,40,0,166,281,0
82,42,0,166,278,0
83,51,0,169,275,0
84,56,0,180,273,0
85,46,0,181,272,0
86,61,0,189,270,0
87,51,0,186,266,0
88,47,0,192,251,0
89,49,0,182,251,0
90,54,0,169,251,0
91,51,0,163,250,0
92,63,0,160,245,0
93,59,0,168,241,0
94,57,0,171,232,0
95,57,0,166,221,0
96,70,0,164,221,0
97,76,0,159,220,0
98,93,0,150,229,0
99,99,0,153,223,0
100,107,0,153,223,0
