Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,48,0,4,0,0
3,62,0,4,0,0
4,77,0,4,0,0
5,90,0,3,1,0
6,102,0,3,1,0
7,117,0,3,1,0
8,135,0,3,1,0
9,147,0,3,1,0
10,164,0,3,1,0
11,187,0,3,1,0
12,197,0,3,1,0
13,234,0,3,1,0
14,259,0,3,2,0
15,287,1,3,2,0
16,320,1,3,2,0
17,321,1,1,4,0
18,345,2,1,4,0
19,359,0,2,5,0
20,375,1,2,5,0
21,399,0,3,5,0
22,413,0,3,5,0
23,430,1,3,5,0
24,430,1,3,5,0
25,430,2,4,5,0
26,425,4,5,5,0
27,434,3,6,5,0
28,423,4,6,5,0
29,443,3,6,6,0
30,463,2,6,6,0
31,472,3,6,6,0
32,486,3,4,9,0
33,470,4,3,8,0
34,465,3,5,8,0
35,453,2,4,10,0
36,453,1,6,11,0
37,435,1,6,10,0
38,436,2,6,8,0
39,430,2,6,9,0
40,435,3,5,8,0
41,434,1,6,8,0
42,418,1,5,9,0
43,422,2,4,9,0
44,406,2,4,8,0
45,390,2,4,7,0
46,409,1,5,7,0
47,401,1,5,7,0
48,387,2,6,7,0
49,389,1,7,6,0
50,379,1,7,5,0
51,363,1,7,5,0
52,344,1,7,5,0
53,357,0,4,7,0
54,362,0,4,7,0
55,352,1,4,7,0
56,336,1,3,8,0
57,320,0,3,8,0
58,322,0,3,7,0
59,332,0,1,8,0
60,336,0,1,8,0
61,368,0,0,6,0
62,356,0,0,6,0
63,372,0,0,6,0
64,395,0,0,6,0
65,404,0,0,6,0
66,403,0,0,6,0
67,406,1,0,6,0
68,394,1,0,6,0
69,396,2,0,6,0
70,383,0,0,7,0
71,385,1,0,7,0
72,394,2,0,7,0
73,408,2,1,7,0
74,406,2,1,8,0
75,387,2,1,8,0
76,395,4,1,8,0
77,398,3,2,8,0
78,405,3,2,8,0
79,410,4,1,9,0
80,399,2,3,9,0
81,396,3,3,9,0
82,399,2,4,9,0
83,391,1,4,9,0
84,378,1,4,9,0
85,375,2,2,9,0
86,359,1,2,9,0
87,372,1,1,10,0
88,381,1,1,9,0
89,384,0,2,8,0
90,405,0,2,8,0
91,390,0,2,8,0
92,388,0,1,9,0
93,392,0,1,9,0
94,391,1,1,9,0
95,413,2,0,8,0
96,425,1,1,8,0
97,452,0,2,8,0
98,451,1,3,8,0
99,439,1,2,8,0
100,461,1,2,8,0
