Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,33,0,5,0,0
3,38,0,5,0,0
4,49,0,6,0,0
5,58,0,5,1,0
6,84,0,4,3,0
7,121,0,3,4,0
8,133,0,5,4,0
9,145,0,5,5,0
10,176,0,8,5,0
11,193,0,12,5,0
12,202,0,13,5,0
13,225,0,14,6,0
14,239,0,20,8,0
15,256,0,24,9,0
16,272,0,27,14,0
17,280,0,29,18,0
18,288,0,33,22,0
19,298,0,42,28,0
20,289,0,47,33,0
21,309,0,59,34,0
22,301,0,76,39,0
23,313,0,76,47,0
24,307,0,88,48,0
25,308,0,100,50,0
26,277,0,110,60,0
27,266,0,120,71,0
28,263,0,127,78,0
29,229,0,136,85,0
30,222,0,136,101,0
31,231,0,140,108,0
32,223,0,144,118,0
33,196,0,167,125,0
34,185,0,178,132,0
35,161,0,185,136,0
36,141,0,186,144,0
37,121,0,198,157,0
38,112,0,198,173,0
39,100,0,212,181,0
40,82,0,212,191,0
41,69,0,207,194,0
42,56,0,198,214,0
43,56,0,183,214,0
44,52,0,175,221,0
45,55,0,169,222,0
46,54,0,169,231,0
47,58,0,178,231,0
48,58,0,188,225,0
49,47,0,195,232,0
50,43,0,185,229,0
51,52,0,184,230,0
52,54,0,182,226,0
53,47,0,184,226,0
54,40,0,183,230,0
55,31,0,182,225,0
56,41,0,177,228,0
57,25,0,180,225,0
58,25,0,174,237,0
59,19,0,184,232,0
60,23,0,186,232,0
61,26,0,179,232,0
62,22,0,179,236,0
63,34,0,181,245,0
64,37,0,169,256,0
65,29,0,175,259,0
66,26,0,169,258,0
67,30,0,166,267,0
68,23,0,155,273,0
69,37,0,163,263,0
70,38,0,157,257,0
71,46,0,154,257,0
72,34,0,147,258,0
73,28,0,147,254,0
74,40,0,142,254,0
75,39,0,153,242,0
76,42,0,156,245,0
77,40,0,159,247,0
78,60,0,161,241,0
79,45,0,175,240,0
80,40,0,175,250,0
81,53,0,166,262,0
82,74,0,174,262,0
83,58,0,183,263,0
84,67,0,190,269,0
85,61,0,203,257,0
86,55,0,204,258,0
87,55,0,195,263,0
88,57,0,191,270,0
89,68,0,183,273,0
90,62,0,177,272,0
91,54,0,167,277,0
92,49,0,163,273,0
93,57,0,154,274,0
94,59,0,151,275,0
95,53,0,138,275,0
96,58,0,128,278,0
97,63,0,133,272,0
98,72,0,131,260,0
99,76,0,130,242,0
100,82,0,130,242,0
