Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,30,1,2,2,0
3,45,1,2,2,0
4,82,2,2,2,0
5,94,2,2,2,0
6,105,1,3,2,0
7,122,1,3,2,0
8,133,0,3,3,0
9,150,0,4,3,0
10,161,0,4,3,0
11,183,0,4,3,0
12,217,0,4,3,0
13,244,0,3,4,0
14,272,0,3,4,0
15,305,0,3,4,0
16,322,1,3,4,0
17,342,1,3,4,0
18,374,0,4,4,0
19,410,0,4,4,0
20,427,0,4,4,0
21,446,0,5,4,0
22,445,1,5,3,0
23,458,1,6,3,0
24,440,1,5,3,0
25,421,0,3,6,0
26,420,0,2,6,0
27,418,3,2,5,0
28,425,3,2,5,0
29,412,2,3,5,0
30,406,2,3,5,0
31,417,2,3,5,0
32,409,2,4,5,0
33,403,1,5,5,0
34,396,4,4,5,0
35,385,2,5,6,0
36,373,2,6,5,0
37,360,2,5,5,0
38,342,2,6,5,0
39,336,1,8,5,0
40,339,2,7,5,0
41,333,2,5,5,0
42,342,1,5,5,0
43,342,1,3,5,0
44,363,1,2,7,0
45,362,0,3,7,0
46,390,0,2,8,0
47,391,2,2,8,0
48,391,1,3,8,0
49,398,2,3,7,0
50,405,3,2,7,0
51,394,1,4,7,0
52,386,0,4,7,0
53,389,0,2,9,0
54,389,0,2,9,0
55,377,0,1,7,0
56,389,0,1,7,0
57,377,0,1,7,0
58,378,2,0,8,0
59,369,0,2,8,0
60,376,0,2,8,0
61,388,0,2,7,0
62,369,1,2,7,0
63,372,1,1,6,0
64,385,2,1,6,0
65,390,2,1,6,0
66,390,2,1,5,0
67,409,1,1,5,0
68,406,1,1,5,0
69,392,0,2,5,0
70,400,0,2,5,0
71,406,1,2,5,0
72,400,2,2,5,0
73,406,0,3,6,0
74,420,0,2,6,0
75,406,0,2,6,0
76,415,1,2,6,0
77,428,0,3,6,0
78,419,0,3,6,0
79,404,0,1,7,0
80,407,0,1,7,0
81,424,0,1,7,0
82,431,0,1,6,0
83,432,0,1,5,0
84,436,1,0,6,0
85,434,1,0,6,0
86,416,2,1,6,0
87,424,2,0,6,0
88,421,2,1,6,0
89,442,1,2,7,0
90,432,1,1,8,0
91,417,1,1,7,0
92,426,2,1,7,0
93,410,2,2,7,0
94,407,2,2,7,0
95,429,2,3,7,0
96,438,1,4,7,0
97,441,2,4,6,0
98,451,3,4,6,0
99,439,5,2,8,0
100,471,5,2,8,0
