Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,48,4,3,1,0
3,66,2,4,2,0
4,79,4,3,3,0
5,101,4,3,5,0
6,122,3,4,5,0
7,145,2,7,5,0
8,146,2,7,6,0
9,163,3,7,8,0
10,195,2,9,9,0
11,222,2,10,9,0
12,237,3,9,10,0
13,244,4,10,10,0
14,271,2,11,11,0
15,283,4,11,11,0
16,321,7,9,13,0
17,344,8,6,16,0
18,369,9,8,17,0
19,386,8,12,18,0
20,412,11,14,18,0
21,421,10,16,19,0
22,422,8,15,21,0
23,418,9,22,23,0
24,422,7,26,22,0
25,399,43,27,25,0
26,372,74,37,29,0
27,357,63,55,30,0
28,339,53,64,33,0
29,347,34,79,35,0
30,351,31,78,38,0
31,333,34,77,46,0
32,320,49,80,49,0
33,293,61,79,63,0
34,263,82,91,67,0
35,228,74,115,75,0
36,218,59,121,82,0
37,216,55,128,86,0
38,211,50,130,98,0
39,210,42,132,107,0
40,204,31,126,103,0
41,196,33,117,99,0
42,195,28,118,102,0
43,187,24,110,109,0
44,192,24,103,113,0
45,195,27,96,118,0
46,193,23,91,120,0
47,214,20,81,120,0
48,209,19,73,110,0
49,231,25,67,103,0
50,232,27,64,100,0
51,225,21,62,99,0
52,240,15,58,94,0
53,250,14,53,93,0
54,262,11,49,91,0
55,259,11,42,83,0
56,261,11,31,87,0
57,279,13,33,78,0
58,288,18,35,70,0
59,284,16,37,63,0
60,303,16,28,70,0
61,304,15,28,64,0
62,312,13,27,60,0
63,318,10,29,60,0
64,331,13,25,60,0
65,346,9,26,58,0
66,358,7,24,57,0
67,350,7,23,56,0
68,341,6,23,55,0
69,330,6,20,54,0
70,338,8,21,49,0
71,329,6,20,42,0
72,325,8,15,43,0
73,324,10,13,41,0
74,320,15,12,41,0
75,321,15,13,39,0
76,308,13,13,38,0
77,302,14,10,40,0
78,297,13,13,39,0
79,281,9,17,36,0
80,293,10,18,35,0
81,305,8,20,34,0
82,317,9,18,38,0
83,304,6,19,39,0
84,297,4,15,40,0
85,301,4,13,40,0
86,301,4,10,40,0
87,322,3,9,41,0
88,349,4,9,41,0
89,351,6,8,39,0
90,349,4,9,40,0
91,347,4,9,40,0
92,355,5,9,38,0
93,371,4,6,40,0
94,370,4,8,39,0
95,374,9,9,38,0
96,377,5,14,38,0
97,389,3,13,39,0
98,405,2,13,38,0
99,405,2,12,38,0
100,439,2,12,38,0
