Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,7,0,0
2,41,0,7,1,0
3,69,0,8,4,0
4,87,0,6,7,0
5,107,0,7,9,0
6,135,0,10,9,0
7,150,0,9,11,0
8,171,0,10,12,0
9,173,0,14,12,0
10,210,0,17,13,0
11,228,0,24,16,0
12,239,0,31,17,0
13,228,0,45,19,0
14,239,0,51,26,0
15,251,0,54,34,0
16,272,0,60,42,0
17,273,0,63,47,0
18,271,0,81,55,0
19,250,0,108,63,0
20,232,0,129,75,0
21,243,0,138,88,0
22,244,0,137,94,0
23,247,0,142,101,0
24,211,0,168,107,0
25,199,0,170,119,0
26,164,0,188,129,0
27,135,0,221,143,0
28,120,0,225,150,0
29,123,0,201,170,0
30,122,0,196,179,0
31,106,0,185,181,0
32,97,0,177,192,0
33,87,0,188,197,0
34,81,0,188,196,0
35,72,0,183,209,0
36,67,0,187,217,0
37,52,0,196,221,0
38,45,0,202,224,0
39,42,0,193,229,0
40,43,0,187,230,0
41,44,0,189,240,0
42,35,0,188,240,0
43,28,0,173,237,0
44,27,0,170,233,0
45,28,0,160,239,0
46,25,0,156,237,0
47,34,0,165,226,0
48,25,0,155,222,0
49,29,0,144,222,0
50,36,0,161,214,0
51,30,0,171,202,0
52,36,0,169,212,0
53,34,0,161,218,0
54,27,0,158,220,0
55,35,0,157,227,0
56,39,0,153,239,0
57,40,0,161,240,0
58,37,0,159,245,0
59,21,0,150,250,0
60,33,0,152,245,0
61,41,0,161,246,0
62,26,0,166,247,0
63,18,0,163,242,0
64,24,0,182,248,0
65,23,0,179,256,0
66,27,0,162,259,0
67,20,0,154,261,0
68,23,0,159,265,0
69,16,0,162,270,0
70,15,0,162,275,0
71,5,0,151,278,0
72,9,0,144,274,0
73,13,0,136,272,0
74,33,0,129,267,0
75,33,0,130,261,0
76,33,0,150,244,0
77,35,0,160,245,0
78,45,0,157,247,0
79,37,0,168,238,0
80,44,0,172,220,0
81,39,0,170,224,0
82,49,0,169,214,0
83,45,0,163,216,0
84,31,0,181,207,0
85,31,0,188,204,0
86,36,0,184,209,0
87,33,0,167,219,0
88,35,0,163,220,0
89,53,0,167,217,0
90,51,0,169,224,0
91,45,0,166,226,0
92,54,0,166,226,0
93,53,0,164,231,0
94,41,0,159,231,0
95,49,0,142,238,0
96,57,0,148,236,0
97,54,0,150,219,0
98,64,0,147,218,0
99,83,0,156,215,0
100,115,0,156,215,0
