Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,60,0,4,0,0
3,77,0,4,0,0
4,98,1,4,0,0
5,102,1,4,0,0
6,130,0,5,1,0
7,145,0,4,2,0
8,161,0,4,2,0
9,178,0,3,3,0
10,192,0,2,4,0
11,208,2,2,4,0
12,219,2,1,5,0
13,225,2,1,5,0
14,247,2,0,6,0
15,284,1,1,6,0
16,300,0,2,6,0
17,321,0,2,6,0
18,344,0,2,6,0
19,352,1,2,6,0
20,362,1,2,6,0
21,397,2,0,7,0
22,395,2,0,7,0
23,391,5,0,7,0
24,385,5,0,7,0
25,392,2,2,8,0
26,410,2,2,7,0
27,406,2,1,7,0
28,407,3,1,6,0
29,412,2,2,6,0
30,425,3,2,6,0
31,432,3,3,6,0
32,433,3,3,6,0
33,431,1,3,8,0
34,432,0,3,9,0
35,444,0,4,9,0
36,444,2,5,9,0
37,435,1,7,9,0
38,434,0,6,9,0
39,425,0,2,10,0
40,455,1,2,9,0
41,461,1,2,8,0
42,460,0,3,8,0
43,461,0,3,8,0
44,476,0,3,9,0
45,477,0,3,9,0
46,470,1,3,9,0
47,451,1,2,9,0
48,436,0,2,9,0
49,434,1,2,7,0
50,429,1,1,8,0
51,422,0,2,8,0
52,411,0,2,8,0
53,416,1,2,8,0
54,413,1,1,8,0
55,418,1,1,9,0
56,421,1,2,9,0
57,422,2,2,9,0
58,429,0,3,9,0
59,434,0,3,9,0
60,432,0,3,9,0
61,438,0,3,8,0
62,440,0,2,8,0
63,419,0,2,8,0
64,434,0,1,8,0
65,448,0,1,8,0
66,445,1,1,8,0
67,446,1,1,8,0
68,453,1,1,8,0
69,459,1,1,8,0
70,464,2,1,8,0
71,484,2,1,8,0
72,466,3,3,8,0
73,467,1,3,8,0
74,476,1,3,8,0
75,458,1,3,8,0
76,472,1,3,8,0
77,479,3,2,7,0
78,457,2,3,7,0
79,431,5,3,7,0
80,427,5,4,7,0
81,420,5,4,8,0
82,411,4,4,9,0
83,426,3,4,10,0
84,396,1,5,10,0
85,400,1,5,10,0
86,402,1,5,10,0
87,381,0,6,10,0
88,382,0,5,11,0
89,379,1,3,10,0
90,371,1,3,10,0
91,360,1,3,10,0
92,334,2,4,10,0
93,347,1,4,10,0
94,349,1,4,10,0
95,342,1,2,12,0
96,351,1,2,11,0
97,343,1,2,10,0
98,345,1,3,10,0
99,343,1,3,10,0
100,373,1,3,10,0
