Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,7,0,0
2,32,0,7,2,0
3,34,0,8,2,0
4,50,0,7,4,0
5,51,0,7,4,0
6,77,0,8,4,0
7,95,0,10,9,0
8,117,0,10,10,0
9,138,0,13,10,0
10,142,0,17,11,0
11,152,0,18,13,0
12,157,0,24,13,0
13,169,0,30,16,0
14,172,0,39,18,0
15,201,0,51,22,0
16,222,0,63,28,0
17,219,0,71,35,0
18,215,0,89,38,0
19,227,0,96,44,0
20,219,0,104,56,0
21,224,0,111,70,0
22,219,0,130,81,0
23,203,0,130,98,0
24,188,0,143,113,0
25,186,0,136,129,0
26,180,0,142,132,0
27,162,0,162,141,0
28,138,0,162,154,0
29,129,0,172,160,0
30,124,0,170,170,0
31,113,0,154,179,0
32,90,0,163,186,0
33,85,0,160,189,0
34,85,0,156,194,0
35,77,0,166,196,0
36,76,0,169,207,0
37,67,0,174,194,0
38,75,0,175,188,0
39,53,0,178,190,0
40,56,0,179,202,0
41,47,0,205,204,0
42,33,0,210,208,0
43,33,0,199,221,0
44,25,0,187,218,0
45,30,0,179,229,0
46,28,0,163,239,0
47,26,0,143,246,0
48,25,0,128,255,0
49,26,0,126,256,0
50,23,0,127,249,0
51,28,0,126,245,0
52,34,0,136,246,0
53,40,0,146,241,0
54,39,0,148,237,0
55,34,0,158,251,0
56,34,0,156,243,0
57,46,0,158,242,0
58,39,0,170,246,0
59,26,0,175,236,0
60,20,0,166,245,0
61,23,0,177,245,0
62,25,0,182,238,0
63,33,0,187,241,0
64,42,0,184,249,0
65,45,0,213,246,0
66,34,0,226,250,0
67,34,0,233,255,0
68,30,0,242,258,0
69,26,0,227,276,0
70,28,0,226,290,0
71,26,0,215,294,0
72,27,0,207,295,0
73,24,0,204,293,0
74,22,0,198,293,0
75,20,0,189,286,0
76,22,0,198,279,0
77,27,0,197,274,0
78,20,0,190,285,0
79,27,0,186,277,0
80,26,0,202,280,0
81,15,0,189,279,0
82,17,0,179,275,0
83,23,0,184,270,0
84,27,0,200,276,0
85,19,0,196,273,0
86,15,0,187,271,0
87,11,0,167,266,0
88,14,0,165,260,0
89,17,0,167,252,0
90,19,0,147,256,0
91,24,0,146,262,0
92,35,0,153,264,0
93,40,0,151,274,0
94,44,0,157,273,0
95,32,0,147,279,0
96,39,0,144,270,0
97,40,0,141,263,0
98,52,0,135,261,0
99,60,0,135,253,0
100,88,0,135,253,0
