Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,1,6,0,0
2,31,3,6,0,0
3,36,3,7,0,0
4,51,3,7,1,0
5,64,5,9,1,0
6,98,4,11,2,0
7,103,3,12,2,0
8,109,3,12,3,0
9,117,1,12,5,0
10,144,2,12,5,0
11,189,3,11,6,0
12,221,2,9,10,0
13,234,0,10,11,0
14,256,0,8,13,0
15,275,0,6,15,0
16,285,3,6,15,0
17,303,1,8,15,0
18,329,3,9,15,0
19,339,4,8,17,0
20,341,3,10,17,0
21,361,2,11,17,0
22,407,4,10,16,0
23,422,5,8,17,0
24,429,7,6,18,0
25,432,3,10,17,0
26,427,11,11,16,0
27,425,9,12,18,0
28,425,9,12,18,0
29,435,11,13,20,0
30,444,9,13,21,0
31,448,8,12,23,0
32,430,14,7,23,0
33,420,14,9,21,0
34,420,13,10,20,0
35,428,9,14,20,0
36,447,7,14,21,0
37,430,15,17,24,0
38,415,19,17,24,0
39,412,14,18,27,0
40,411,14,20,28,0
41,425,8,21,33,0
42,418,11,19,35,0
43,413,9,21,36,0
44,379,23,25,35,0
45,377,19,26,34,0
46,357,19,29,34,0
47,361,12,33,37,0
48,357,22,34,37,0
49,338,17,35,40,0
50,343,13,35,43,0
51,338,12,35,38,0
52,349,25,32,35,0
53,347,28,34,35,0
54,359,29,38,34,0
55,364,22,45,34,0
56,352,21,50,36,0
57,347,14,52,38,0
58,344,11,45,45,0
59,326,16,46,45,0
60,319,24,42,48,0
61,320,24,41,49,0
62,307,25,37,52,0
63,298,20,40,52,0
64,299,14,41,53,0
65,309,7,44,54,0
66,316,11,44,54,0
67,306,26,45,56,0
68,287,23,53,58,0
69,280,22,50,63,0
70,281,16,48,69,0
71,292,10,50,71,0
72,282,7,49,72,0
73,281,16,41,70,0
74,276,17,38,72,0
75,279,13,39,68,0
76,285,13,35,65,0
77,285,12,32,70,0
78,297,14,27,65,0
79,296,11,27,67,0
80,260,37,27,66,0
81,283,32,34,65,0
82,307,33,39,63,0
83,319,25,45,62,0
84,341,18,50,64,0
85,344,16,50,67,0
86,354,20,44,69,0
87,353,17,37,74,0
88,351,14,34,69,0
89,382,13,36,67,0
90,350,40,43,66,0
91,354,32,50,66,0
92,352,27,49,67,0
93,349,35,46,69,0
94,350,28,52,67,0
95,364,23,48,67,0
96,357,22,46,63,0
97,367,14,42,69,0
98,358,28,43,71,0
99,348,36,48,72,0
100,378,36,48,72,0
