Day,Susceptible,Exposed,Infected,Recovered,Died
0,21,0,3,0,0
1,21,0,3,0,0
2,59,0,2,1,0
3,77,0,2,1,0
4,104,0,2,1,0
5,110,0,2,1,0
6,121,0,2,1,0
7,133,0,2,1,0
8,158,0,1,2,0
9,166,0,1,3,0
10,187,0,0,4,0
11,209,0,1,4,0
12,224,0,1,4,0
13,245,0,2,4,0
14,252,0,2,4,0
15,291,0,3,4,0
16,301,0,3,4,0
17,310,0,3,4,0
18,329,0,2,5,0
19,349,0,2,5,0
20,365,0,2,5,0
21,379,0,1,6,0
22,390,0,2,6,0
23,400,0,2,6,0
24,408,0,1,7,0
25,423,0,0,8,0
26,427,0,0,7,0
27,426,0,0,7,0
28,429,0,1,7,0
29,436,0,1,7,0
30,426,0,2,7,0
31,440,0,2,7,0
32,430,0,2,5,0
33,421,0,3,5,0
34,435,0,4,4,0
35,433,0,4,4,0
36,415,0,5,4,0
37,419,0,5,4,0
38,414,0,6,5,0
39,409,0,5,7,0
40,426,0,4,8,0
41,421,0,4,9,0
42,425,0,4,8,0
43,422,0,5,8,0
44,419,0,4,9,0
45,411,0,4,8,0
46,410,0,2,9,0
47,416,0,3,8,0
48,405,0,5,9,0
49,394,0,5,9,0
50,381,0,7,8,0
51,394,0,7,8,0
52,410,0,5,9,0
53,423,0,2,12,0
54,437,0,2,10,0
55,443,0,2,10,0
56,443,0,1,11,0
57,444,0,1,11,0
58,431,0,1,11,0
59,416,0,1,8,0
60,395,0,1,8,0
61,405,0,1,8,0
62,406,0,1,7,0
63,387,0,1,6,0
64,377,0,1,7,0
65,375,0,1,6,0
66,358,0,2,5,0
67,368,0,3,5,0
68,377,0,1,6,0
69,375,0,2,6,0
70,389,0,3,6,0
71,383,0,3,4,0
72,382,0,3,4,0
73,375,0,2,5,0
74,372,0,3,5,0
75,365,0,1,6,0
76,375,0,0,7,0
77,368,0,1,6,0
78,390,0,1,6,0
79,387,0,1,6,0
80,394,0,1,6,0
81,404,0,3,6,0
82,421,0,3,6,0
83,423,0,3,6,0
84,431,0,1,7,0
85,438,0,1,5,0
86,421,0,2,5,0
87,433,0,2,4,0
88,456,0,1,4,0
89,454,0,2,4,0
90,463,0,1,5,0
91,474,0,1,4,0
92,460,0,1,4,0
93,443,0,1,3,0
94,447,0,1,3,0
95,444,0,1,3,0
96,436,0,3,3,0
97,420,0,4,3,0
98,414,0,5,3,0
99,407,0,5,3,0
100,435,0,5,3,0
