Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,7,0,0
2,28,0,7,2,0
3,40,0,10,2,0
4,52,0,8,4,0
5,82,0,9,4,0
6,101,0,8,5,0
7,124,0,6,7,0
8,147,0,7,7,0
9,153,0,8,7,0
10,159,0,9,7,0
11,183,0,9,8,0
12,211,0,11,8,0
13,227,0,11,9,0
14,253,0,8,12,0
15,266,0,8,12,0
16,281,0,9,13,0
17,280,0,9,15,0
18,289,0,12,16,0
19,308,0,17,16,0
20,326,0,15,19,0
21,334,0,16,20,0
22,334,0,15,21,0
23,336,0,13,21,0
24,363,0,16,21,0
25,367,0,15,21,0
26,375,0,22,22,0
27,379,0,19,24,0
28,377,0,18,26,0
29,387,0,18,24,0
30,389,0,20,27,0
31,389,0,19,29,0
32,363,0,20,28,0
33,367,0,23,28,0
34,366,0,24,31,0
35,368,0,28,31,0
36,350,0,27,38,0
37,341,0,30,39,0
38,346,0,35,37,0
39,369,0,36,38,0
40,368,0,37,40,0
41,356,0,40,39,0
42,360,0,50,39,0
43,350,0,48,42,0
44,327,0,51,46,0
45,334,0,49,51,0
46,324,0,57,55,0
47,317,0,50,58,0
48,315,0,48,64,0
49,310,0,48,64,0
50,313,0,45,66,0
51,294,0,44,63,0
52,285,0,42,61,0
53,292,0,37,62,0
54,307,0,36,67,0
55,302,0,34,67,0
56,306,0,32,68,0
57,320,0,31,68,0
58,328,0,28,65,0
59,330,0,33,64,0
60,335,0,33,65,0
61,318,0,34,62,0
62,332,0,33,58,0
63,325,0,32,57,0
64,340,0,34,54,0
65,346,0,36,51,0
66,357,0,34,52,0
67,358,0,31,52,0
68,380,0,27,52,0
69,391,0,25,50,0
70,401,0,22,51,0
71,413,0,23,48,0
72,425,0,27,51,0
73,406,0,32,54,0
74,400,0,29,55,0
75,397,0,23,59,0
76,413,0,24,62,0
77,407,0,40,57,0
78,386,0,41,57,0
79,415,0,41,60,0
80,381,0,60,60,0
81,380,0,58,62,0
82,377,0,52,66,0
83,375,0,52,69,0
84,365,0,51,71,0
85,362,0,48,73,0
86,362,0,45,76,0
87,368,0,56,78,0
88,347,0,60,79,0
89,332,0,51,81,0
90,337,0,50,80,0
91,330,0,50,82,0
92,320,0,48,78,0
93,323,0,52,79,0
94,325,0,55,73,0
95,323,0,52,76,0
96,330,0,47,74,0
97,335,0,43,73,0
98,334,0,38,67,0
99,315,0,34,61,0
100,334,0,34,61,0
