Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,3,3,1,0
2,30,3,4,1,0
3,58,3,4,2,0
4,84,4,4,3,0
5,102,5,3,5,0
6,116,4,3,6,0
7,131,3,4,7,0
8,147,3,4,7,0
9,158,1,5,8,0
10,183,4,6,9,0
11,203,4,5,10,0
12,230,3,5,11,0
13,241,2,4,13,0
14,263,3,4,13,0
15,275,4,3,14,0
16,291,2,6,14,0
17,307,2,6,15,0
18,328,1,8,15,0
19,335,5,9,15,0
20,364,4,12,15,0
21,366,2,17,15,0
22,383,7,14,17,0
23,372,10,17,15,0
24,367,9,21,14,0
25,361,11,22,14,0
26,356,12,24,15,0
27,341,17,24,17,0
28,314,20,23,26,0
29,305,19,24,29,0
30,284,15,30,29,0
31,278,17,34,30,0
32,267,16,37,31,0
33,264,14,37,33,0
34,258,17,38,30,0
35,247,15,34,35,0
36,239,18,31,40,0
37,247,19,31,40,0
38,260,15,35,40,0
39,261,15,31,42,0
40,246,15,32,45,0
41,250,15,28,50,0
42,250,14,28,50,0
43,259,12,24,54,0
44,260,11,23,54,0
45,270,5,23,57,0
46,257,6,22,58,0
47,265,5,22,55,0
48,261,3,22,52,0
49,265,2,21,53,0
50,292,2,20,51,0
51,295,4,16,52,0
52,285,3,18,50,0
53,291,4,17,45,0
54,296,2,16,44,0
55,289,2,13,44,0
56,289,10,12,39,0
57,301,9,12,37,0
58,308,8,13,37,0
59,306,5,16,35,0
60,307,3,17,32,0
61,314,3,16,34,0
62,312,4,14,33,0
63,324,3,15,31,0
64,321,4,14,31,0
65,316,3,13,33,0
66,316,6,16,31,0
67,324,9,17,32,0
68,323,6,18,34,0
69,336,7,16,35,0
70,343,8,16,36,0
71,339,8,15,36,0
72,329,9,14,35,0
73,335,6,17,34,0
74,349,14,15,37,0
75,336,14,16,37,0
76,341,14,13,39,0
77,325,14,15,37,0
78,345,8,19,35,0
79,326,6,15,37,0
80,313,6,16,35,0
81,319,6,14,37,0
82,317,4,17,37,0
83,319,1,17,39,0
84,318,0,15,41,0
85,308,0,14,42,0
86,317,1,10,43,0
87,331,1,6,43,0
88,324,2,5,41,0
89,328,2,4,37,0
90,328,1,4,36,0
91,344,1,4,36,0
92,336,1,4,34,0
93,344,2,3,34,0
94,348,3,2,34,0
95,347,2,3,33,0
96,347,4,3,32,0
97,362,3,4,29,0
98,390,4,4,26,0
99,379,12,6,25,0
100,403,12,6,25,0
