Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,45,0,4,0,0
3,65,0,3,1,0
4,87,0,3,1,0
5,102,0,3,1,0
6,125,1,3,1,0
7,149,1,2,2,0
8,160,1,2,2,0
9,169,0,3,2,0
10,186,0,3,2,0
11,196,0,3,2,0
12,210,0,3,2,0
13,213,0,2,3,0
14,243,0,2,3,0
15,259,1,1,4,0
16,269,0,2,4,0
17,279,3,2,4,0
18,300,2,3,4,0
19,320,1,4,4,0
20,341,2,3,5,0
21,362,2,3,5,0
22,379,1,4,5,0
23,392,1,4,5,0
24,380,1,3,5,0
25,382,0,4,5,0
26,359,0,3,5,0
27,344,0,2,5,0
28,330,0,2,5,0
29,336,0,2,5,0
30,345,0,2,5,0
31,347,0,1,6,0
32,357,0,1,5,0
33,351,0,1,4,0
34,366,0,2,4,0
35,375,0,2,4,0
36,365,0,1,4,0
37,383,1,1,4,0
38,385,3,1,4,0
39,386,2,1,4,0
40,381,1,2,4,0
41,377,1,2,4,0
42,369,0,2,4,0
43,375,1,1,4,0
44,383,1,2,4,0
45,399,1,2,4,0
46,434,3,2,5,0
47,446,2,2,6,0
48,458,2,2,6,0
49,457,2,2,6,0
50,469,3,2,6,0
51,466,2,3,6,0
52,472,1,4,6,0
53,470,1,4,6,0
54,463,1,3,7,0
55,461,0,3,7,0
56,478,1,2,8,0
57,488,2,2,8,0
58,480,2,2,8,0
59,492,1,2,7,0
60,486,2,2,7,0
61,483,1,2,8,0
62,475,0,3,8,0
63,473,0,2,8,0
64,476,0,1,8,0
65,473,0,1,8,0
66,449,1,1,8,0
67,446,1,1,8,0
68,430,1,1,8,0
69,423,1,1,7,0
70,428,1,1,7,0
71,429,1,1,7,0
72,440,0,2,7,0
73,439,1,1,7,0
74,442,0,2,7,0
75,452,0,3,7,0
76,463,1,2,6,0
77,454,1,2,6,0
78,456,1,2,7,0
79,462,1,1,7,0
80,461,2,1,6,0
81,466,2,1,6,0
82,455,2,0,7,0
83,459,1,1,7,0
84,456,1,1,7,0
85,455,0,2,7,0
86,456,1,2,7,0
87,457,1,2,7,0
88,460,0,2,7,0
89,450,0,1,8,0
90,458,1,1,7,0
91,456,1,0,7,0
92,442,1,0,7,0
93,433,2,0,7,0
94,425,1,1,7,0
95,418,0,2,7,0
96,420,0,2,7,0
97,413,1,2,6,0
98,423,1,2,6,0
99,415,1,2,6,0
100,432,1,2,6,0
