Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,48,0,4,0,0
3,65,0,3,1,0
4,82,0,4,1,0
5,99,0,5,1,0
6,107,0,6,1,0
7,122,0,6,2,0
8,143,0,8,2,0
9,152,0,8,2,0
10,175,0,9,2,0
11,180,0,11,4,0
12,190,0,14,4,0
13,205,0,16,5,0
14,228,0,20,5,0
15,246,0,22,7,0
16,256,0,26,11,0
17,281,0,30,12,0
18,287,0,41,16,0
19,278,0,44,23,0
20,285,0,48,28,0
21,286,0,51,33,0
22,293,0,58,40,0
23,284,0,71,40,0
24,273,0,84,48,0
25,257,0,92,52,0
26,248,0,91,63,0
27,242,0,99,66,0
28,239,0,106,72,0
29,223,0,121,76,0
30,207,0,141,81,0
31,203,0,141,93,0
32,171,0,159,102,0
33,150,0,165,109,0
34,140,0,164,119,0
35,116,0,163,126,0
36,118,0,151,139,0
37,114,0,159,144,0
38,106,0,162,144,0
39,99,0,162,145,0
40,102,0,168,155,0
41,89,0,178,164,0
42,88,0,186,178,0
43,68,0,188,184,0
44,60,0,180,190,0
45,55,0,163,203,0
46,46,0,158,203,0
47,45,0,159,205,0
48,41,0,164,204,0
49,29,0,160,196,0
50,38,0,157,192,0
51,30,0,159,204,0
52,32,0,153,208,0
53,27,0,146,214,0
54,42,0,150,222,0
55,24,0,148,229,0
56,22,0,148,230,0
57,25,0,144,228,0
58,26,0,146,226,0
59,27,0,152,220,0
60,21,0,157,210,0
61,21,0,159,203,0
62,15,0,153,194,0
63,26,0,161,193,0
64,27,0,163,197,0
65,27,0,157,196,0
66,29,0,158,204,0
67,42,0,148,221,0
68,39,0,148,227,0
69,38,0,163,224,0
70,40,0,163,234,0
71,41,0,163,237,0
72,41,0,168,241,0
73,46,0,178,241,0
74,38,0,180,238,0
75,35,0,171,243,0
76,39,0,169,254,0
77,41,0,167,259,0
78,44,0,168,258,0
79,40,0,165,261,0
80,50,0,165,267,0
81,49,0,168,262,0
82,43,0,175,259,0
83,59,0,169,262,0
84,48,0,170,269,0
85,62,0,166,269,0
86,58,0,164,268,0
87,70,0,159,262,0
88,60,0,159,251,0
89,50,0,155,246,0
90,55,0,158,234,0
91,55,0,152,232,0
92,61,0,154,227,0
93,52,0,147,225,0
94,61,0,144,226,0
95,69,0,152,215,0
96,62,0,156,212,0
97,59,0,158,212,0
98,56,0,154,210,0
99,66,0,140,206,0
100,81,0,140,206,0
