Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,19,0,5,0,0
2,19,0,7,1,0
3,47,0,10,2,0
4,63,0,12,2,0
5,77,0,13,2,0
6,115,0,13,3,0
7,134,0,13,4,0
8,158,0,13,6,0
9,175,0,14,7,0
10,199,0,15,10,0
11,213,0,17,12,0
12,232,0,18,16,0
13,237,0,19,16,0
14,266,0,21,16,0
15,282,0,25,18,0
16,280,0,25,21,0
17,312,0,27,26,0
18,322,0,34,29,0
19,340,0,35,31,0
20,340,0,40,37,0
21,357,0,44,40,0
22,347,0,49,43,0
23,340,0,48,49,0
24,339,0,50,53,0
25,336,0,50,52,0
26,332,0,48,53,0
27,319,0,48,56,0
28,328,0,45,55,0
29,316,0,44,55,0
30,319,0,42,53,0
31,312,0,45,50,0
32,308,0,46,56,0
33,302,0,50,58,0
34,291,0,58,61,0
35,277,0,65,62,0
36,252,0,75,67,0
37,246,0,82,62,0
38,252,0,80,67,0
39,271,0,76,66,0
40,254,0,63,74,0
41,244,0,56,80,0
42,252,0,52,83,0
43,258,0,50,85,0
44,256,0,47,83,0
45,263,0,43,86,0
46,265,0,47,81,0
47,263,0,45,85,0
48,250,0,43,87,0
49,252,0,37,85,0
50,232,0,41,78,0
51,228,0,39,80,0
52,224,0,32,80,0
53,226,0,28,82,0
54,247,0,26,80,0
55,257,0,22,76,0
56,285,0,21,73,0
57,274,0,19,65,0
58,272,0,18,56,0
59,280,0,15,53,0
60,280,0,13,51,0
61,272,0,10,49,0
62,279,0,8,47,0
63,284,0,9,42,0
64,304,0,9,40,0
65,327,0,7,38,0
66,340,0,7,35,0
67,356,0,6,35,0
68,350,0,8,36,0
69,351,0,10,35,0
70,369,0,10,35,0
71,378,0,10,30,0
72,369,0,10,29,0
73,368,0,11,27,0
74,387,0,8,28,0
75,398,0,6,30,0
76,371,0,8,31,0
77,366,0,10,30,0
78,370,0,10,32,0
79,373,0,17,31,0
80,379,0,17,32,0
81,384,0,14,35,0
82,379,0,15,36,0
83,385,0,13,36,0
84,371,0,12,33,0
85,369,0,11,34,0
86,349,0,8,35,0
87,351,0,7,35,0
88,344,0,7,35,0
89,344,0,7,34,0
90,346,0,6,34,0
91,345,0,4,36,0
92,348,0,4,35,0
93,376,0,3,34,0
94,375,0,3,34,0
95,379,0,4,33,0
96,373,0,4,33,0
97,400,0,3,34,0
98,400,0,3,31,0
99,424,0,3,29,0
100,444,0,3,29,0
