Day,Susceptible,Exposed,Infected,Recovered,Died
0,21,0,3,0,0
1,21,0,3,0,0
2,59,0,2,1,0
3,84,0,2,1,0
4,113,0,2,1,0
5,135,0,2,1,0
6,137,0,2,1,0
7,164,0,2,1,0
8,177,0,1,2,0
9,207,0,2,2,0
10,212,0,1,3,0
11,239,1,1,3,0
12,265,0,2,3,0
13,298,0,2,3,0
14,299,0,2,3,0
15,310,2,2,3,0
16,331,0,4,3,0
17,347,0,4,3,0
18,362,0,4,3,0
19,383,0,4,3,0
20,411,0,4,3,0
21,424,0,4,3,0
22,420,2,3,4,0
23,424,2,3,4,0
24,431,3,2,4,0
25,427,1,4,4,0
26,444,0,4,4,0
27,452,2,2,4,0
28,448,2,0,6,0
29,459,2,0,6,0
30,459,2,0,6,0
31,468,2,2,6,0
32,458,1,2,6,0
33,456,2,2,6,0
34,467,2,1,5,0
35,471,1,3,4,0
36,487,2,3,4,0
37,498,2,3,4,0
38,493,4,3,4,0
39,502,1,6,4,0
40,507,2,6,4,0
41,508,1,7,4,0
42,507,1,7,4,0
43,503,1,5,5,0
44,504,1,5,5,0
45,501,1,6,5,0
46,487,1,3,6,0
47,469,2,3,6,0
48,475,2,3,6,0
49,476,2,2,6,0
50,472,1,3,6,0
51,459,2,3,7,0
52,456,2,3,7,0
53,465,2,3,7,0
54,466,1,4,6,0
55,469,1,2,6,0
56,441,2,2,5,0
57,447,2,2,5,0
58,436,2,2,4,0
59,433,2,2,4,0
60,431,1,4,3,0
61,428,3,4,3,0
62,426,3,4,3,0
63,426,1,3,3,0
64,438,2,3,3,0
65,453,3,4,3,0
66,455,2,4,4,0
67,442,3,3,4,0
68,446,2,2,5,0
69,448,2,2,5,0
70,428,0,2,6,0
71,412,0,2,5,0
72,419,0,2,5,0
73,418,1,2,5,0
74,400,1,3,5,0
75,399,0,4,5,0
76,396,0,3,5,0
77,391,0,3,5,0
78,385,0,3,5,0
79,391,1,2,6,0
80,381,1,2,6,0
81,363,1,2,6,0
82,362,2,1,6,0
83,359,1,1,6,0
84,363,1,2,6,0
85,358,1,2,6,0
86,353,2,2,6,0
87,355,2,1,6,0
88,347,2,1,5,0
89,347,2,2,4,0
90,341,1,3,4,0
91,348,1,3,4,0
92,363,1,3,4,0
93,386,1,3,4,0
94,397,1,3,4,0
95,394,2,3,5,0
96,400,1,4,4,0
97,412,1,3,3,0
98,419,1,2,4,0
99,430,1,1,5,0
100,463,1,1,5,0
