Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,17,0,7,0,0
2,30,0,8,0,0
3,62,0,12,0,0
4,74,0,12,0,0
5,107,0,17,1,0
6,107,0,16,3,0
7,112,0,15,5,0
8,135,0,15,9,0
9,143,0,23,10,0
10,160,0,30,11,0
11,178,0,26,17,0
12,192,0,36,18,0
13,188,0,44,19,0
14,201,0,44,25,0
15,198,0,52,28,0
16,205,0,66,34,0
17,197,0,74,47,0
18,198,0,78,55,0
19,206,0,99,59,0
20,200,0,111,64,0
21,201,0,115,71,0
22,216,0,115,83,0
23,205,0,123,89,0
24,198,0,124,98,0
25,188,0,154,102,0
26,158,0,161,114,0
27,137,0,154,119,0
28,131,0,160,119,0
29,122,0,155,129,0
30,106,0,153,137,0
31,107,0,164,143,0
32,102,0,170,152,0
33,93,0,172,155,0
34,103,0,163,165,0
35,92,0,172,170,0
36,90,0,175,175,0
37,82,0,176,187,0
38,69,0,187,190,0
39,51,0,180,198,0
40,60,0,177,202,0
41,64,0,172,204,0
42,65,0,175,212,0
43,70,0,179,205,0
44,66,0,178,201,0
45,56,0,203,196,0
46,46,0,228,199,0
47,41,0,244,202,0
48,30,0,250,215,0
49,19,0,241,225,0
50,20,0,237,237,0
51,29,0,222,247,0
52,33,0,213,256,0
53,21,0,195,271,0
54,13,0,193,274,0
55,19,0,186,269,0
56,13,0,173,265,0
57,7,0,158,271,0
58,10,0,154,270,0
59,15,0,137,279,0
60,9,0,132,278,0
61,19,0,136,286,0
62,15,0,133,284,0
63,21,0,141,272,0
64,26,0,133,264,0
65,22,0,135,248,0
66,22,0,137,237,0
67,26,0,134,235,0
68,17,0,138,227,0
69,21,0,151,210,0
70,19,0,154,208,0
71,26,0,163,196,0
72,28,0,160,195,0
73,29,0,164,186,0
74,22,0,150,196,0
75,35,0,148,205,0
76,45,0,160,210,0
77,37,0,165,218,0
78,54,0,181,228,0
79,51,0,195,241,0
80,48,0,203,247,0
81,47,0,203,257,0
82,44,0,198,262,0
83,44,0,195,263,0
84,31,0,205,264,0
85,26,0,194,271,0
86,33,0,195,263,0
87,37,0,190,261,0
88,42,0,179,271,0
89,36,0,181,274,0
90,29,0,167,274,0
91,25,0,170,268,0
92,25,0,163,268,0
93,36,0,154,267,0
94,43,0,150,267,0
95,59,0,152,268,0
96,54,0,165,259,0
97,59,0,165,254,0
98,49,0,156,242,0
99,54,0,136,235,0
100,57,0,136,235,0
