Day,Susceptible,Exposed,Infected,Recovered,Died
0,20,0,4,0,0
1,20,0,4,0,0
2,48,0,3,1,0
3,76,0,2,2,0
4,82,0,1,3,0
5,117,0,1,4,0
6,125,0,1,4,0
7,151,0,1,4,0
8,173,0,1,5,0
9,184,0,1,5,0
10,188,0,2,5,0
11,194,0,2,5,0
12,207,0,1,6,0
13,230,0,1,6,0
14,243,0,1,6,0
15,263,0,1,6,0
16,291,0,1,6,0
17,319,0,1,6,0
18,337,0,1,6,0
19,367,0,2,6,0
20,368,0,1,7,0
21,390,0,1,7,0
22,397,0,4,7,0
23,394,0,3,8,0
24,394,0,3,8,0
25,382,0,2,8,0
26,372,0,4,8,0
27,366,0,5,8,0
28,348,0,3,9,0
29,350,0,2,9,0
30,362,0,2,9,0
31,378,0,3,9,0
32,382,0,3,9,0
33,399,0,3,9,0
34,386,0,2,10,0
35,392,0,1,9,0
36,397,0,1,9,0
37,397,0,0,9,0
38,384,0,0,7,0
39,382,0,0,6,0
40,387,0,0,5,0
41,396,0,2,5,0
42,377,0,1,7,0
43,373,0,1,7,0
44,354,0,1,7,0
45,359,0,1,6,0
46,377,0,1,6,0
47,383,0,1,6,0
48,394,0,1,6,0
49,408,0,1,6,0
50,422,0,0,6,0
51,438,0,0,6,0
52,426,0,0,6,0
53,431,0,1,6,0
54,440,0,2,5,0
55,437,0,3,6,0
56,458,0,5,6,0
57,469,0,5,7,0
58,485,0,5,8,0
59,493,0,4,8,0
60,485,0,5,8,0
61,495,0,5,8,0
62,485,0,4,7,0
63,473,0,4,7,0
64,474,0,8,7,0
65,493,0,7,9,0
66,494,0,6,10,0
67,495,0,7,10,0
68,495,0,9,11,0
69,505,0,10,10,0
70,482,0,8,11,0
71,457,0,9,11,0
72,442,0,9,11,0
73,436,0,9,10,0
74,438,0,9,9,0
75,414,0,9,7,0
76,401,0,5,9,0
77,374,0,4,8,0
78,365,0,2,9,0
79,365,0,2,8,0
80,367,0,2,8,0
81,358,0,1,9,0
82,353,0,1,9,0
83,355,0,1,9,0
84,347,0,1,9,0
85,356,0,0,9,0
86,364,0,0,8,0
87,371,0,1,8,0
88,349,0,1,8,0
89,349,0,1,8,0
90,352,0,2,8,0
91,367,0,2,8,0
92,354,0,2,8,0
93,355,0,4,8,0
94,367,0,4,8,0
95,365,0,3,9,0
96,386,0,3,9,0
97,376,0,3,10,0
98,367,0,5,10,0
99,373,0,5,10,0
100,391,0,5,10,0
