Day,Susceptible,Exposed,Infected,Recovered,Died
0,21,0,3,0,0
1,18,0,6,0,0
2,55,0,6,1,0
3,58,0,6,1,0
4,69,0,7,1,0
5,100,0,9,2,0
6,112,0,10,2,0
7,138,0,12,3,0
8,158,0,14,4,0
9,169,0,16,6,0
10,181,0,16,10,0
11,202,0,16,11,0
12,227,0,17,13,0
13,259,0,16,15,0
14,271,0,17,16,0
15,288,0,21,16,0
16,312,0,24,19,0
17,324,0,22,24,0
18,330,0,25,25,0
19,331,0,25,28,0
20,339,0,26,29,0
21,349,0,29,32,0
22,357,0,36,32,0
23,370,0,35,33,0
24,380,0,42,33,0
25,375,0,46,35,0
26,366,0,52,40,0
27,371,0,51,46,0
28,376,0,56,46,0
29,362,0,53,46,0
30,359,0,52,49,0
31,352,0,50,55,0
32,347,0,60,54,0
33,342,0,63,58,0
34,324,0,62,52,0
35,325,0,52,59,0
36,320,0,50,60,0
37,330,0,48,62,0
38,311,0,75,63,0
39,306,0,87,66,0
40,322,0,79,71,0
41,313,0,73,78,0
42,319,0,66,82,0
43,319,0,61,85,0
44,302,0,55,87,0
45,292,0,56,86,0
46,295,0,58,83,0
47,276,0,74,87,0
48,265,0,93,84,0
49,239,0,112,87,0
50,248,0,105,100,0
51,235,0,101,98,0
52,240,0,94,102,0
53,258,0,81,109,0
54,268,0,72,107,0
55,287,0,62,108,0
56,287,0,54,109,0
57,283,0,50,112,0
58,303,0,45,115,0
59,301,0,38,112,0
60,301,0,29,108,0
61,295,0,24,103,0
62,313,0,24,99,0
63,321,0,25,93,0
64,327,0,25,88,0
65,316,0,25,87,0
66,313,0,22,84,0
67,323,0,18,82,0
68,335,0,25,80,0
69,346,0,36,69,0
70,342,0,48,64,0
71,354,0,39,59,0
72,363,0,33,57,0
73,355,0,29,56,0
74,344,0,25,56,0
75,332,0,28,57,0
76,347,0,31,57,0
77,352,0,31,61,0
78,358,0,34,62,0
79,357,0,25,71,0
80,357,0,22,70,0
81,361,0,20,71,0
82,351,0,17,69,0
83,357,0,15,69,0
84,349,0,19,64,0
85,355,0,17,66,0
86,366,0,16,66,0
87,350,0,16,63,0
88,347,0,15,61,0
89,346,0,12,61,0
90,348,0,11,53,0
91,338,0,10,45,0
92,340,0,8,40,0
93,348,0,8,37,0
94,347,0,6,38,0
95,352,0,10,37,0
96,355,0,9,36,0
97,360,0,9,35,0
98,370,0,8,32,0
99,372,0,6,30,0
100,380,0,6,30,0
